seq_id,GAAC_Aliphatic,GAAC_Aromatic,GAAC_Positive,GAAC_Negative,GAAC_Uncharged,label
pos_932,0.388889,0.0,0.277778,0.222222,0.111111,1
pos_933,0.25,0.2,0.15,0.0,0.4,1
pos_934,0.315789,0.315789,0.157895,0.052632,0.157895,1
pos_935,0.666667,0.0,0.066667,0.133333,0.133333,1
pos_936,0.333333,0.066667,0.0,0.266667,0.333333,1
pos_937,0.466667,0.266667,0.066667,0.0,0.2,1
pos_938,0.4,0.133333,0.133333,0.2,0.133333,1
pos_939,0.473684,0.0,0.052632,0.0,0.473684,1
pos_940,0.533333,0.066667,0.2,0.0,0.2,1
pos_941,0.466667,0.0,0.133333,0.133333,0.266667,1
pos_942,0.277778,0.111111,0.222222,0.222222,0.166667,1
pos_943,0.636364,0.090909,0.0,0.0,0.272727,1
pos_944,0.4375,0.0,0.0625,0.0625,0.4375,1
pos_945,0.533333,0.066667,0.0,0.133333,0.266667,1
pos_946,0.25,0.05,0.25,0.25,0.2,1
pos_947,0.571429,0.071429,0.0,0.071429,0.285714,1
pos_948,0.428571,0.071429,0.071429,0.285714,0.142857,1
pos_949,0.4375,0.0625,0.1875,0.125,0.1875,1
pos_950,0.133333,0.066667,0.2,0.066667,0.533333,1
pos_951,0.8,0.0,0.0,0.0,0.2,1
pos_952,0.266667,0.133333,0.333333,0.066667,0.2,1
pos_953,0.15,0.2,0.25,0.25,0.15,1
pos_954,0.25,0.0,0.0,0.2,0.55,1
pos_955,0.25,0.0,0.25,0.083333,0.416667,1
pos_956,0.583333,0.0,0.083333,0.0,0.333333,1
pos_957,0.333333,0.133333,0.133333,0.2,0.2,1
pos_958,0.266667,0.2,0.0,0.133333,0.4,1
pos_959,0.266667,0.2,0.066667,0.133333,0.333333,1
pos_960,0.533333,0.066667,0.2,0.133333,0.066667,1
pos_961,0.681818,0.045455,0.090909,0.0,0.181818,1
pos_962,0.466667,0.066667,0.2,0.0,0.266667,1
pos_963,0.466667,0.266667,0.066667,0.066667,0.133333,1
pos_964,0.35,0.1,0.05,0.3,0.2,1
pos_965,0.444444,0.0,0.111111,0.0,0.444444,1
pos_966,0.266667,0.0,0.0,0.066667,0.666667,1
pos_967,0.466667,0.066667,0.066667,0.133333,0.266667,1
pos_968,0.368421,0.157895,0.157895,0.105263,0.210526,1
pos_969,0.533333,0.133333,0.0,0.066667,0.266667,1
pos_970,0.24,0.0,0.4,0.04,0.32,1
pos_971,0.6,0.066667,0.066667,0.133333,0.133333,1
pos_972,0.25,0.2,0.05,0.05,0.45,1
pos_973,0.4,0.0,0.0,0.066667,0.533333,1
neg_0,0.466667,0.0,0.2,0.066667,0.266667,0
neg_1,0.4,0.0,0.266667,0.133333,0.2,0
neg_2,0.6,0.133333,0.0,0.0,0.266667,0
neg_3,0.5,0.05,0.15,0.1,0.2,0
neg_4,0.333333,0.133333,0.2,0.133333,0.2,0
neg_5,0.2,0.2,0.066667,0.133333,0.4,0
neg_6,0.333333,0.133333,0.133333,0.133333,0.266667,0
neg_7,0.2,0.266667,0.133333,0.066667,0.333333,0
neg_8,0.333333,0.066667,0.066667,0.066667,0.466667,0
neg_9,0.4,0.0,0.0,0.266667,0.333333,0
neg_10,0.333333,0.2,0.066667,0.133333,0.266667,0
neg_11,0.55,0.1,0.1,0.0,0.25,0
neg_12,0.133333,0.4,0.066667,0.0,0.4,0
neg_13,0.4,0.066667,0.2,0.066667,0.266667,0
neg_14,0.333333,0.066667,0.0,0.133333,0.466667,0
neg_15,0.4,0.0,0.2,0.2,0.2,0
neg_16,0.333333,0.0,0.0,0.066667,0.6,0
neg_17,0.4,0.066667,0.133333,0.266667,0.133333,0
neg_18,0.4,0.0,0.066667,0.066667,0.466667,0
neg_19,0.666667,0.0,0.066667,0.133333,0.133333,0
neg_20,0.6,0.0,0.133333,0.133333,0.133333,0
neg_21,0.466667,0.133333,0.133333,0.2,0.066667,0
neg_22,0.466667,0.133333,0.2,0.133333,0.066667,0
neg_23,0.266667,0.133333,0.133333,0.266667,0.2,0
neg_24,0.133333,0.133333,0.266667,0.066667,0.4,0
neg_25,0.4,0.0,0.15,0.3,0.15,0
neg_26,0.333333,0.066667,0.2,0.133333,0.266667,0
neg_27,0.466667,0.0,0.133333,0.133333,0.266667,0
neg_28,0.4,0.2,0.066667,0.133333,0.2,0
neg_29,0.733333,0.0,0.0,0.0,0.266667,0
neg_30,0.333333,0.066667,0.0,0.0,0.6,0
neg_31,0.333333,0.066667,0.066667,0.133333,0.4,0
neg_32,0.4,0.066667,0.0,0.2,0.333333,0
neg_33,0.333333,0.0,0.133333,0.466667,0.066667,0
neg_34,0.266667,0.2,0.133333,0.0,0.4,0
neg_35,0.133333,0.266667,0.133333,0.2,0.266667,0
neg_36,0.466667,0.066667,0.266667,0.066667,0.133333,0
neg_37,0.2,0.2,0.2,0.133333,0.266667,0
neg_38,0.333333,0.2,0.133333,0.133333,0.2,0
neg_39,0.333333,0.2,0.133333,0.066667,0.266667,0
neg_40,0.466667,0.066667,0.066667,0.133333,0.266667,0
neg_41,0.333333,0.133333,0.066667,0.266667,0.2,0
neg_42,0.4,0.133333,0.066667,0.2,0.2,0
neg_43,0.4,0.0,0.266667,0.0,0.333333,0
neg_44,0.733333,0.066667,0.0,0.066667,0.133333,0
neg_45,0.3,0.1,0.15,0.1,0.35,0
neg_46,0.333333,0.0,0.266667,0.0,0.4,0
neg_47,0.388889,0.055556,0.111111,0.111111,0.333333,0
neg_48,0.0,0.133333,0.133333,0.066667,0.666667,0
neg_49,0.266667,0.066667,0.133333,0.066667,0.466667,0
neg_50,0.333333,0.066667,0.2,0.066667,0.333333,0
neg_51,0.333333,0.133333,0.066667,0.4,0.066667,0
neg_52,0.733333,0.066667,0.066667,0.0,0.133333,0
neg_53,0.733333,0.133333,0.0,0.0,0.133333,0
neg_54,0.333333,0.2,0.2,0.133333,0.133333,0
neg_55,0.333333,0.066667,0.133333,0.066667,0.4,0
neg_56,0.266667,0.0,0.266667,0.0,0.466667,0
neg_57,0.4,0.066667,0.266667,0.0,0.266667,0
neg_58,0.157895,0.052632,0.157895,0.052632,0.578947,0
neg_59,0.25,0.05,0.1,0.2,0.4,0
neg_60,0.666667,0.066667,0.066667,0.0,0.2,0
neg_61,0.466667,0.2,0.066667,0.066667,0.2,0
neg_62,0.4,0.0,0.266667,0.266667,0.066667,0
neg_63,0.266667,0.066667,0.133333,0.066667,0.466667,0
neg_64,0.533333,0.066667,0.133333,0.133333,0.133333,0
neg_65,0.266667,0.133333,0.2,0.066667,0.333333,0
neg_66,0.4,0.066667,0.2,0.133333,0.2,0
neg_67,0.466667,0.0,0.133333,0.066667,0.333333,0
neg_68,0.15,0.2,0.1,0.15,0.4,0
neg_69,0.2,0.333333,0.266667,0.0,0.2,0
neg_70,0.4,0.066667,0.066667,0.0,0.466667,0
neg_71,0.555556,0.111111,0.166667,0.0,0.166667,0
neg_72,0.333333,0.066667,0.2,0.066667,0.333333,0
neg_73,0.4,0.066667,0.2,0.066667,0.266667,0
neg_74,0.333333,0.0,0.133333,0.133333,0.4,0
neg_75,0.4,0.066667,0.2,0.133333,0.2,0
neg_76,0.333333,0.0,0.0,0.133333,0.533333,0
neg_77,0.4,0.133333,0.066667,0.133333,0.266667,0
neg_78,0.230769,0.0,0.153846,0.0,0.615385,0
neg_79,0.266667,0.2,0.133333,0.133333,0.266667,0
neg_80,0.266667,0.0,0.066667,0.066667,0.6,0
neg_81,0.266667,0.133333,0.133333,0.066667,0.4,0
neg_82,0.266667,0.0,0.2,0.2,0.333333,0
neg_83,0.4,0.266667,0.266667,0.0,0.066667,0
neg_84,0.4,0.066667,0.066667,0.066667,0.4,0
neg_85,0.333333,0.0,0.066667,0.2,0.4,0
neg_86,0.466667,0.066667,0.066667,0.133333,0.266667,0
neg_87,0.333333,0.2,0.066667,0.0,0.4,0
neg_88,0.466667,0.0,0.066667,0.066667,0.4,0
neg_89,0.4,0.133333,0.133333,0.133333,0.2,0
neg_90,0.4,0.2,0.133333,0.066667,0.2,0
neg_91,0.266667,0.133333,0.333333,0.0,0.266667,0
neg_92,0.266667,0.0,0.133333,0.0,0.6,0
neg_93,0.266667,0.0,0.066667,0.133333,0.533333,0
neg_94,0.4,0.0,0.333333,0.2,0.066667,0
neg_95,0.133333,0.133333,0.266667,0.066667,0.4,0
neg_96,0.666667,0.066667,0.066667,0.0,0.2,0
neg_97,0.333333,0.2,0.066667,0.066667,0.333333,0
neg_98,0.266667,0.133333,0.133333,0.133333,0.333333,0
neg_99,0.45,0.1,0.05,0.05,0.35,0
neg_100,0.4,0.066667,0.066667,0.266667,0.2,0
neg_101,0.444444,0.277778,0.0,0.0,0.277778,0
neg_102,0.4,0.2,0.066667,0.066667,0.266667,0
neg_103,0.133333,0.133333,0.0,0.133333,0.6,0
neg_104,0.222222,0.111111,0.0,0.166667,0.5,0
neg_105,0.466667,0.2,0.066667,0.066667,0.2,0
neg_106,0.4,0.15,0.1,0.05,0.3,0
neg_107,0.2,0.133333,0.066667,0.2,0.4,0
neg_108,0.466667,0.133333,0.0,0.066667,0.333333,0
neg_109,0.4,0.0,0.0,0.133333,0.466667,0
neg_110,0.533333,0.0,0.066667,0.066667,0.333333,0
neg_111,0.619048,0.047619,0.095238,0.047619,0.190476,0
neg_112,0.3,0.05,0.15,0.15,0.35,0
neg_113,0.333333,0.2,0.133333,0.066667,0.266667,0
neg_114,0.333333,0.2,0.0,0.266667,0.2,0
neg_115,0.4,0.066667,0.333333,0.066667,0.133333,0
neg_116,0.466667,0.133333,0.066667,0.2,0.133333,0
neg_117,0.333333,0.066667,0.266667,0.066667,0.266667,0
neg_118,0.6,0.2,0.0,0.133333,0.066667,0
neg_119,0.533333,0.066667,0.066667,0.066667,0.266667,0
neg_120,0.333333,0.2,0.066667,0.133333,0.266667,0
neg_121,0.4,0.0,0.133333,0.4,0.066667,0
neg_122,0.533333,0.066667,0.066667,0.066667,0.266667,0
neg_123,0.266667,0.066667,0.133333,0.0,0.533333,0
neg_124,0.6,0.066667,0.066667,0.0,0.266667,0
neg_125,0.6,0.0,0.133333,0.066667,0.2,0
neg_126,0.466667,0.0,0.133333,0.0,0.4,0
neg_127,0.333333,0.133333,0.2,0.333333,0.0,0
neg_128,0.35,0.05,0.3,0.15,0.15,0
neg_129,0.733333,0.0,0.0,0.0,0.266667,0
neg_130,0.4,0.266667,0.066667,0.066667,0.2,0
neg_131,0.6,0.066667,0.0,0.133333,0.2,0
neg_132,0.4,0.2,0.066667,0.0,0.333333,0
neg_133,0.157895,0.052632,0.0,0.105263,0.684211,0
neg_134,0.466667,0.0,0.133333,0.0,0.4,0
neg_135,0.466667,0.2,0.066667,0.133333,0.133333,0
neg_136,0.466667,0.133333,0.066667,0.2,0.133333,0
neg_137,0.4,0.066667,0.133333,0.066667,0.333333,0
neg_138,0.266667,0.133333,0.266667,0.133333,0.2,0
neg_139,0.533333,0.066667,0.066667,0.133333,0.2,0
neg_140,0.6,0.0,0.133333,0.0,0.266667,0
neg_141,0.266667,0.066667,0.133333,0.133333,0.4,0
neg_142,0.266667,0.133333,0.133333,0.066667,0.4,0
neg_143,0.533333,0.133333,0.066667,0.133333,0.133333,0
neg_144,0.333333,0.0,0.166667,0.055556,0.444444,0
neg_145,0.066667,0.0,0.333333,0.133333,0.466667,0
neg_146,0.266667,0.133333,0.133333,0.066667,0.4,0
neg_147,0.333333,0.133333,0.066667,0.2,0.266667,0
neg_148,0.15,0.1,0.0,0.1,0.65,0
neg_149,0.2,0.066667,0.2,0.066667,0.466667,0
neg_150,0.3,0.15,0.15,0.15,0.25,0
neg_151,0.466667,0.0,0.066667,0.133333,0.333333,0
neg_152,0.45,0.05,0.2,0.0,0.3,0
neg_153,0.533333,0.066667,0.066667,0.066667,0.266667,0
neg_154,0.2,0.2,0.133333,0.066667,0.4,0
neg_155,0.333333,0.066667,0.2,0.133333,0.266667,0
neg_156,0.266667,0.266667,0.133333,0.0,0.333333,0
neg_157,0.466667,0.066667,0.066667,0.133333,0.266667,0
neg_158,0.4,0.133333,0.066667,0.133333,0.266667,0
neg_159,0.133333,0.466667,0.066667,0.066667,0.266667,0
neg_160,0.1,0.1,0.2,0.15,0.45,0
neg_161,0.4,0.0,0.4,0.133333,0.066667,0
neg_162,0.4,0.066667,0.266667,0.066667,0.2,0
neg_163,0.466667,0.066667,0.066667,0.133333,0.266667,0
neg_164,0.266667,0.2,0.066667,0.2,0.266667,0
neg_165,0.466667,0.0,0.066667,0.133333,0.333333,0
neg_166,0.4,0.2,0.133333,0.066667,0.2,0
neg_167,0.266667,0.2,0.133333,0.133333,0.266667,0
neg_168,0.45,0.05,0.15,0.15,0.2,0
neg_169,0.266667,0.133333,0.2,0.133333,0.266667,0
neg_170,0.333333,0.266667,0.133333,0.0,0.266667,0
neg_171,0.333333,0.133333,0.2,0.2,0.133333,0
neg_172,0.533333,0.133333,0.0,0.066667,0.266667,0
neg_173,0.210526,0.157895,0.0,0.105263,0.526316,0
neg_174,0.333333,0.0,0.2,0.066667,0.4,0
neg_175,0.133333,0.133333,0.2,0.133333,0.4,0
neg_176,0.266667,0.066667,0.2,0.2,0.266667,0
neg_177,0.333333,0.133333,0.133333,0.133333,0.266667,0
neg_178,0.2,0.266667,0.2,0.133333,0.2,0
neg_179,0.266667,0.133333,0.2,0.0,0.4,0
neg_180,0.5,0.0,0.05,0.1,0.35,0
neg_181,0.466667,0.266667,0.2,0.066667,0.0,0
neg_182,0.333333,0.133333,0.2,0.2,0.133333,0
neg_183,0.6,0.066667,0.133333,0.0,0.2,0
neg_184,0.4,0.066667,0.2,0.066667,0.266667,0
neg_185,0.533333,0.066667,0.133333,0.133333,0.133333,0
neg_186,0.333333,0.133333,0.0,0.066667,0.466667,0
neg_187,0.333333,0.133333,0.066667,0.133333,0.333333,0
neg_188,0.333333,0.133333,0.066667,0.066667,0.4,0
neg_189,0.4,0.0,0.0,0.2,0.4,0
neg_190,0.4,0.133333,0.2,0.066667,0.2,0
neg_191,0.133333,0.2,0.066667,0.066667,0.533333,0
neg_192,0.466667,0.0,0.2,0.2,0.133333,0
neg_193,0.333333,0.111111,0.111111,0.055556,0.388889,0
neg_194,0.214286,0.0,0.285714,0.071429,0.428571,0
neg_195,0.266667,0.066667,0.266667,0.133333,0.266667,0
neg_196,0.2,0.466667,0.066667,0.066667,0.2,0
neg_197,0.333333,0.333333,0.133333,0.066667,0.133333,0
neg_198,0.466667,0.066667,0.133333,0.2,0.133333,0
neg_199,0.6,0.066667,0.133333,0.133333,0.066667,0
neg_200,0.4,0.066667,0.2,0.133333,0.2,0
neg_201,0.4,0.066667,0.266667,0.066667,0.2,0
neg_202,0.4,0.066667,0.266667,0.066667,0.2,0
neg_203,0.533333,0.066667,0.0,0.2,0.2,0
neg_204,0.466667,0.0,0.066667,0.0,0.466667,0
neg_205,0.333333,0.0,0.333333,0.066667,0.266667,0
neg_206,0.266667,0.133333,0.2,0.066667,0.333333,0
neg_207,0.2,0.133333,0.0,0.066667,0.6,0
neg_208,0.666667,0.133333,0.066667,0.0,0.133333,0
neg_209,0.4,0.2,0.133333,0.066667,0.2,0
neg_210,0.533333,0.066667,0.2,0.133333,0.066667,0
neg_211,0.4,0.066667,0.2,0.266667,0.066667,0
neg_212,0.55,0.0,0.0,0.15,0.3,0
neg_213,0.533333,0.066667,0.133333,0.066667,0.2,0
neg_214,0.2,0.133333,0.133333,0.2,0.333333,0
neg_215,0.055556,0.0,0.111111,0.0,0.833333,0
neg_216,0.333333,0.133333,0.133333,0.266667,0.133333,0
neg_217,0.7,0.025,0.125,0.025,0.125,0
neg_218,0.333333,0.066667,0.2,0.133333,0.266667,0
neg_219,0.35,0.15,0.05,0.0,0.45,0
neg_220,0.333333,0.2,0.2,0.066667,0.2,0
neg_221,0.2,0.2,0.133333,0.133333,0.333333,0
neg_222,0.315789,0.0,0.0,0.105263,0.578947,0
neg_223,0.266667,0.2,0.2,0.133333,0.2,0
neg_224,0.533333,0.066667,0.066667,0.2,0.133333,0
neg_225,0.555556,0.0,0.0,0.111111,0.333333,0
neg_226,0.133333,0.2,0.266667,0.133333,0.266667,0
neg_227,0.4,0.133333,0.266667,0.066667,0.133333,0
neg_228,0.266667,0.2,0.2,0.133333,0.2,0
neg_229,0.266667,0.266667,0.0,0.066667,0.4,0
neg_230,0.6,0.0,0.133333,0.0,0.266667,0
neg_231,0.6,0.0,0.0,0.066667,0.333333,0
neg_232,0.466667,0.066667,0.133333,0.2,0.133333,0
neg_233,0.4,0.066667,0.2,0.2,0.133333,0
neg_234,0.277778,0.111111,0.0,0.055556,0.555556,0
neg_235,0.466667,0.066667,0.066667,0.066667,0.333333,0
neg_236,0.6,0.066667,0.066667,0.133333,0.133333,0
neg_237,0.266667,0.066667,0.266667,0.133333,0.266667,0
neg_238,0.333333,0.0,0.2,0.333333,0.133333,0
neg_239,0.266667,0.066667,0.266667,0.066667,0.333333,0
neg_240,0.2,0.1,0.0,0.1,0.6,0
neg_241,0.4,0.133333,0.133333,0.133333,0.2,0
neg_242,0.466667,0.066667,0.0,0.066667,0.4,0
neg_243,0.2,0.2,0.066667,0.133333,0.4,0
neg_244,0.190476,0.095238,0.095238,0.047619,0.571429,0
neg_245,0.4,0.0,0.2,0.2,0.2,0
neg_246,0.733333,0.133333,0.0,0.0,0.133333,0
neg_247,0.2,0.066667,0.066667,0.133333,0.533333,0
neg_248,0.466667,0.133333,0.0,0.066667,0.333333,0
neg_249,0.6,0.066667,0.0,0.266667,0.066667,0
neg_250,0.266667,0.2,0.133333,0.066667,0.333333,0
neg_251,0.466667,0.0,0.2,0.133333,0.2,0
neg_252,0.466667,0.133333,0.2,0.0,0.2,0
neg_253,0.6,0.066667,0.0,0.0,0.333333,0
neg_254,0.333333,0.2,0.0,0.2,0.266667,0
neg_255,0.466667,0.066667,0.133333,0.133333,0.2,0
neg_256,0.466667,0.066667,0.266667,0.066667,0.133333,0
neg_257,0.3,0.0,0.05,0.15,0.5,0
neg_258,0.266667,0.066667,0.066667,0.066667,0.533333,0
neg_259,0.315789,0.052632,0.0,0.105263,0.526316,0
neg_260,0.333333,0.2,0.066667,0.066667,0.333333,0
neg_261,0.266667,0.133333,0.133333,0.066667,0.4,0
neg_262,0.4,0.066667,0.266667,0.066667,0.2,0
neg_263,0.333333,0.066667,0.0,0.133333,0.466667,0
neg_264,0.266667,0.133333,0.2,0.133333,0.266667,0
neg_265,0.266667,0.133333,0.133333,0.066667,0.4,0
neg_266,0.35,0.15,0.2,0.2,0.1,0
neg_267,0.4,0.066667,0.133333,0.0,0.4,0
neg_268,0.466667,0.0,0.266667,0.066667,0.2,0
neg_269,0.533333,0.2,0.133333,0.0,0.133333,0
neg_270,0.277778,0.166667,0.055556,0.055556,0.444444,0
neg_271,0.533333,0.066667,0.066667,0.066667,0.266667,0
neg_272,0.6,0.0,0.2,0.066667,0.133333,0
neg_273,0.4,0.2,0.066667,0.2,0.133333,0
neg_274,0.466667,0.0,0.066667,0.066667,0.4,0
neg_275,0.4,0.133333,0.133333,0.0,0.333333,0
neg_276,0.333333,0.0,0.4,0.066667,0.2,0
neg_277,0.466667,0.0,0.066667,0.133333,0.333333,0
neg_278,0.315789,0.105263,0.0,0.0,0.578947,0
neg_279,0.333333,0.066667,0.266667,0.0,0.333333,0
neg_280,0.4,0.266667,0.066667,0.066667,0.2,0
neg_281,0.235294,0.0,0.176471,0.470588,0.117647,0
neg_282,0.3,0.15,0.05,0.1,0.4,0
neg_283,0.266667,0.133333,0.2,0.2,0.2,0
neg_284,0.333333,0.0,0.2,0.2,0.266667,0
neg_285,0.4,0.066667,0.0,0.0,0.533333,0
neg_286,0.4,0.066667,0.2,0.066667,0.266667,0
neg_287,0.2,0.2,0.266667,0.066667,0.266667,0
neg_288,0.266667,0.333333,0.2,0.066667,0.133333,0
neg_289,0.4,0.066667,0.2,0.066667,0.266667,0
neg_290,0.333333,0.133333,0.133333,0.133333,0.266667,0
neg_291,0.2,0.066667,0.066667,0.133333,0.533333,0
neg_292,0.333333,0.066667,0.066667,0.133333,0.4,0
neg_293,0.388889,0.111111,0.166667,0.111111,0.222222,0
neg_294,0.333333,0.133333,0.133333,0.066667,0.333333,0
neg_295,0.3,0.1,0.05,0.2,0.35,0
neg_296,0.4,0.066667,0.333333,0.0,0.2,0
neg_297,0.333333,0.266667,0.066667,0.0,0.333333,0
neg_298,0.466667,0.066667,0.266667,0.0,0.2,0
neg_299,0.466667,0.133333,0.066667,0.133333,0.2,0
neg_300,0.266667,0.066667,0.333333,0.066667,0.266667,0
neg_301,0.466667,0.0,0.2,0.133333,0.2,0
neg_302,0.466667,0.066667,0.0,0.133333,0.333333,0
neg_303,0.4,0.0,0.133333,0.133333,0.333333,0
neg_304,0.666667,0.0,0.266667,0.0,0.066667,0
neg_305,0.4,0.0,0.133333,0.0,0.466667,0
neg_306,0.4,0.133333,0.066667,0.2,0.2,0
neg_307,0.4,0.2,0.066667,0.066667,0.266667,0
neg_308,0.470588,0.235294,0.0,0.117647,0.176471,0
neg_309,0.533333,0.066667,0.133333,0.0,0.266667,0
neg_310,0.533333,0.066667,0.2,0.066667,0.133333,0
neg_311,0.533333,0.0,0.066667,0.066667,0.333333,0
neg_312,0.4,0.066667,0.133333,0.133333,0.266667,0
neg_313,0.4,0.0,0.266667,0.2,0.133333,0
neg_314,0.266667,0.133333,0.0,0.266667,0.333333,0
neg_315,0.333333,0.133333,0.066667,0.0,0.466667,0
neg_316,0.4,0.133333,0.333333,0.0,0.133333,0
neg_317,0.466667,0.066667,0.066667,0.066667,0.333333,0
neg_318,0.333333,0.066667,0.066667,0.133333,0.4,0
neg_319,0.466667,0.0,0.266667,0.133333,0.133333,0
neg_320,0.533333,0.2,0.0,0.066667,0.2,0
neg_321,0.4,0.0,0.1,0.1,0.4,0
neg_322,0.333333,0.133333,0.066667,0.0,0.466667,0
neg_323,0.190476,0.047619,0.095238,0.142857,0.52381,0
neg_324,0.533333,0.0,0.133333,0.0,0.333333,0
neg_325,0.6,0.0,0.133333,0.133333,0.133333,0
neg_326,0.2,0.2,0.2,0.0,0.4,0
neg_327,0.4,0.0,0.066667,0.266667,0.266667,0
neg_328,0.333333,0.066667,0.2,0.066667,0.333333,0
neg_329,0.2,0.2,0.266667,0.133333,0.2,0
neg_330,0.533333,0.066667,0.133333,0.133333,0.133333,0
neg_331,0.466667,0.0,0.066667,0.266667,0.2,0
neg_332,0.333333,0.2,0.066667,0.2,0.2,0
neg_333,0.266667,0.266667,0.133333,0.066667,0.266667,0
neg_334,0.466667,0.133333,0.2,0.133333,0.066667,0
neg_335,0.333333,0.266667,0.2,0.0,0.2,0
neg_336,0.4,0.066667,0.2,0.0,0.333333,0
neg_337,0.333333,0.266667,0.066667,0.0,0.333333,0
neg_338,0.333333,0.2,0.2,0.2,0.066667,0
neg_339,0.533333,0.133333,0.066667,0.0,0.266667,0
neg_340,0.34375,0.0,0.3125,0.03125,0.3125,0
neg_341,0.466667,0.066667,0.2,0.133333,0.133333,0
neg_342,0.4,0.066667,0.266667,0.2,0.066667,0
neg_343,0.2,0.2,0.2,0.133333,0.266667,0
neg_344,0.333333,0.133333,0.066667,0.066667,0.4,0
neg_345,0.466667,0.0,0.2,0.2,0.133333,0
neg_346,0.333333,0.0,0.133333,0.2,0.333333,0
neg_347,0.333333,0.133333,0.133333,0.2,0.2,0
neg_348,0.133333,0.333333,0.0,0.066667,0.466667,0
neg_349,0.333333,0.066667,0.133333,0.066667,0.4,0
neg_350,0.466667,0.066667,0.133333,0.2,0.133333,0
neg_351,0.266667,0.066667,0.0,0.2,0.466667,0
neg_352,0.6,0.066667,0.2,0.0,0.133333,0
neg_353,0.6,0.133333,0.066667,0.0,0.2,0
neg_354,0.466667,0.133333,0.066667,0.0,0.333333,0
neg_355,0.333333,0.066667,0.133333,0.0,0.466667,0
neg_356,0.0,0.0,0.35,0.25,0.4,0
neg_357,0.4,0.133333,0.133333,0.0,0.333333,0
neg_358,0.2,0.133333,0.2,0.066667,0.4,0
neg_359,0.466667,0.133333,0.066667,0.0,0.333333,0
neg_360,0.4,0.133333,0.133333,0.0,0.333333,0
neg_361,0.6,0.133333,0.0,0.066667,0.2,0
neg_362,0.333333,0.2,0.133333,0.066667,0.266667,0
neg_363,0.2,0.0,0.6,0.0,0.2,0
neg_364,0.2,0.0,0.2,0.133333,0.466667,0
neg_365,0.266667,0.2,0.133333,0.2,0.2,0
neg_366,0.473684,0.105263,0.210526,0.052632,0.157895,0
neg_367,0.4,0.0,0.066667,0.133333,0.4,0
neg_368,0.266667,0.133333,0.133333,0.066667,0.4,0
neg_369,0.266667,0.2,0.133333,0.266667,0.133333,0
neg_370,0.3,0.05,0.0,0.15,0.5,0
neg_371,0.466667,0.333333,0.066667,0.066667,0.066667,0
neg_372,0.266667,0.2,0.0,0.0,0.533333,0
neg_373,0.266667,0.066667,0.266667,0.0,0.4,0
neg_374,0.266667,0.066667,0.066667,0.066667,0.533333,0
neg_375,0.105263,0.105263,0.0,0.105263,0.684211,0
neg_376,0.533333,0.0,0.2,0.133333,0.133333,0
neg_377,0.466667,0.133333,0.066667,0.133333,0.2,0
neg_378,0.6,0.0,0.066667,0.0,0.333333,0
neg_379,0.2,0.0,0.333333,0.0,0.466667,0
neg_380,0.6,0.066667,0.066667,0.2,0.066667,0
neg_381,0.466667,0.066667,0.2,0.0,0.266667,0
neg_382,0.533333,0.0,0.066667,0.2,0.2,0
neg_383,0.466667,0.066667,0.133333,0.066667,0.266667,0
neg_384,0.533333,0.0,0.133333,0.2,0.133333,0
neg_385,0.4,0.2,0.2,0.0,0.2,0
neg_386,0.4,0.066667,0.133333,0.2,0.2,0
neg_387,0.0,0.0,0.071429,0.0,0.928571,0
neg_388,0.333333,0.066667,0.0,0.066667,0.533333,0
neg_389,0.533333,0.066667,0.0,0.133333,0.266667,0
neg_390,0.266667,0.133333,0.066667,0.0,0.533333,0
neg_391,0.315789,0.0,0.157895,0.052632,0.473684,0
neg_392,0.666667,0.066667,0.066667,0.0,0.2,0
neg_393,0.533333,0.0,0.0,0.0,0.466667,0
neg_394,0.333333,0.0,0.133333,0.0,0.533333,0
neg_395,0.333333,0.133333,0.133333,0.0,0.4,0
neg_396,0.266667,0.2,0.266667,0.0,0.266667,0
neg_397,0.4,0.0,0.266667,0.0,0.333333,0
neg_398,0.266667,0.0,0.133333,0.4,0.2,0
neg_399,0.6,0.0,0.066667,0.266667,0.066667,0
neg_400,0.35,0.1,0.2,0.05,0.3,0
neg_401,0.133333,0.266667,0.266667,0.2,0.133333,0
neg_402,0.533333,0.0,0.2,0.066667,0.2,0
neg_403,0.466667,0.066667,0.133333,0.2,0.133333,0
neg_404,0.266667,0.133333,0.066667,0.333333,0.2,0
neg_405,0.4,0.066667,0.266667,0.0,0.266667,0
neg_406,0.538462,0.0,0.076923,0.076923,0.307692,0
neg_407,0.3,0.05,0.3,0.05,0.3,0
neg_408,0.380952,0.095238,0.0,0.047619,0.47619,0
neg_409,0.133333,0.066667,0.066667,0.066667,0.666667,0
neg_410,0.133333,0.266667,0.333333,0.2,0.066667,0
neg_411,0.266667,0.266667,0.2,0.133333,0.133333,0
neg_412,0.6,0.066667,0.066667,0.0,0.266667,0
neg_413,0.266667,0.2,0.133333,0.133333,0.266667,0
neg_414,0.4,0.066667,0.0,0.133333,0.4,0
neg_415,0.333333,0.066667,0.133333,0.066667,0.4,0
neg_416,0.333333,0.133333,0.2,0.2,0.133333,0
neg_417,0.466667,0.066667,0.2,0.066667,0.2,0
neg_418,0.6,0.0,0.133333,0.133333,0.133333,0
neg_419,0.4,0.066667,0.133333,0.133333,0.266667,0
neg_420,0.533333,0.2,0.066667,0.066667,0.133333,0
