seq_id,CTDC_Hydrophobicity_G1,CTDC_Hydrophobicity_G2,CTDC_Hydrophobicity_G3,CTDC_VanDerWaals_G1,CTDC_VanDerWaals_G2,CTDC_VanDerWaals_G3,CTDC_Polarity_G1,CTDC_Polarity_G2,CTDC_Polarity_G3,CTDC_Polarizability_G1,CTDC_Polarizability_G2,CTDC_Polarizability_G3,CTDC_Charge_G1,CTDC_Charge_G2,CTDC_Charge_G3,CTDC_SecondaryStructure_G1,CTDC_SecondaryStructure_G2,CTDC_SecondaryStructure_G3,CTDC_SolventAccessibility_G1,CTDC_SolventAccessibility_G2,CTDC_SolventAccessibility_G3,label
neg_375,0.473684,0.421053,0.105263,0.421053,0.421053,0.157895,0.157895,0.368421,0.473684,0.157895,0.684211,0.157895,0.0,0.894737,0.105263,0.526316,0.105263,0.368421,0.105263,0.473684,0.421053,0
neg_376,0.266667,0.4,0.333333,0.4,0.333333,0.266667,0.333333,0.333333,0.333333,0.4,0.333333,0.266667,0.133333,0.733333,0.133333,0.466667,0.2,0.333333,0.466667,0.266667,0.266667,0
neg_377,0.333333,0.266667,0.4,0.133333,0.666667,0.2,0.533333,0.066667,0.4,0.133333,0.666667,0.2,0.0,0.866667,0.133333,0.466667,0.466667,0.066667,0.466667,0.333333,0.2,0
neg_378,0.2,0.466667,0.333333,0.466667,0.466667,0.066667,0.333333,0.466667,0.2,0.466667,0.466667,0.066667,0.066667,0.933333,0.0,0.266667,0.266667,0.466667,0.6,0.2,0.2,0
neg_379,0.466667,0.4,0.133333,0.4,0.266667,0.333333,0.133333,0.4,0.466667,0.266667,0.4,0.333333,0.333333,0.666667,0.0,0.533333,0.2,0.266667,0.2,0.466667,0.333333,0
neg_380,0.333333,0.466667,0.2,0.533333,0.333333,0.133333,0.266667,0.4,0.333333,0.533333,0.333333,0.133333,0.066667,0.733333,0.2,0.6,0.2,0.2,0.6,0.333333,0.066667,0
neg_381,0.333333,0.333333,0.333333,0.266667,0.466667,0.266667,0.333333,0.266667,0.4,0.2,0.533333,0.266667,0.133333,0.866667,0.0,0.666667,0.2,0.133333,0.533333,0.333333,0.133333,0
neg_382,0.333333,0.666667,0.0,0.666667,0.266667,0.066667,0.0,0.666667,0.333333,0.666667,0.266667,0.066667,0.066667,0.733333,0.2,0.733333,0.133333,0.133333,0.533333,0.333333,0.133333,0
neg_383,0.266667,0.333333,0.4,0.4,0.266667,0.333333,0.4,0.333333,0.266667,0.4,0.266667,0.333333,0.133333,0.8,0.066667,0.4,0.266667,0.333333,0.4,0.266667,0.333333,0
neg_384,0.4,0.133333,0.466667,0.133333,0.666667,0.2,0.466667,0.133333,0.4,0.133333,0.666667,0.2,0.133333,0.666667,0.2,0.733333,0.2,0.066667,0.466667,0.4,0.133333,0
neg_385,0.4,0.2,0.4,0.133333,0.466667,0.4,0.466667,0.133333,0.4,0.133333,0.466667,0.4,0.2,0.8,0.0,0.466667,0.333333,0.2,0.533333,0.4,0.066667,0
neg_386,0.4,0.333333,0.266667,0.4,0.4,0.2,0.333333,0.266667,0.4,0.266667,0.533333,0.2,0.133333,0.666667,0.2,0.533333,0.2,0.266667,0.466667,0.4,0.133333,0
neg_387,1.0,0.0,0.0,0.0,0.928571,0.071429,0.0,0.0,1.0,0.0,0.928571,0.071429,0.071429,0.928571,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
neg_388,0.133333,0.6,0.266667,0.6,0.333333,0.066667,0.266667,0.6,0.133333,0.533333,0.4,0.066667,0.0,0.933333,0.066667,0.2,0.4,0.4,0.4,0.133333,0.466667,0
neg_389,0.2,0.333333,0.466667,0.4,0.533333,0.066667,0.533333,0.266667,0.2,0.4,0.533333,0.066667,0.0,0.866667,0.133333,0.133333,0.6,0.266667,0.533333,0.2,0.266667,0
neg_390,0.133333,0.6,0.266667,0.6,0.2,0.2,0.266667,0.6,0.133333,0.466667,0.333333,0.2,0.066667,0.933333,0.0,0.2,0.4,0.4,0.4,0.133333,0.466667,0
neg_391,0.473684,0.105263,0.421053,0.263158,0.578947,0.157895,0.421053,0.105263,0.473684,0.105263,0.736842,0.157895,0.157895,0.789474,0.052632,0.526316,0.368421,0.105263,0.421053,0.473684,0.105263,0
neg_392,0.066667,0.866667,0.066667,0.8,0.066667,0.133333,0.133333,0.8,0.066667,0.8,0.066667,0.133333,0.066667,0.933333,0.0,0.466667,0.333333,0.2,0.666667,0.066667,0.266667,0
neg_393,0.066667,0.666667,0.266667,0.733333,0.266667,0.0,0.266667,0.666667,0.066667,0.6,0.4,0.0,0.0,1.0,0.0,0.066667,0.4,0.533333,0.6,0.066667,0.333333,0
neg_394,0.266667,0.466667,0.266667,0.466667,0.266667,0.266667,0.266667,0.466667,0.266667,0.4,0.333333,0.266667,0.133333,0.866667,0.0,0.466667,0.066667,0.466667,0.2,0.266667,0.533333,0
neg_395,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.133333,0.866667,0.0,0.4,0.266667,0.333333,0.4,0.333333,0.266667,0
neg_396,0.466667,0.2,0.333333,0.133333,0.4,0.466667,0.4,0.133333,0.466667,0.133333,0.4,0.466667,0.266667,0.733333,0.0,0.6,0.266667,0.133333,0.4,0.466667,0.133333,0
neg_397,0.4,0.266667,0.333333,0.266667,0.333333,0.4,0.333333,0.266667,0.4,0.266667,0.333333,0.4,0.266667,0.733333,0.0,0.666667,0.2,0.133333,0.266667,0.4,0.333333,0
neg_398,0.6,0.066667,0.333333,0.2,0.666667,0.133333,0.333333,0.0,0.666667,0.133333,0.733333,0.133333,0.066667,0.533333,0.4,0.533333,0.333333,0.133333,0.333333,0.6,0.066667,0
neg_399,0.333333,0.133333,0.533333,0.4,0.533333,0.066667,0.533333,0.133333,0.333333,0.333333,0.6,0.066667,0.066667,0.666667,0.266667,0.466667,0.2,0.333333,0.6,0.333333,0.066667,0
neg_400,0.3,0.45,0.25,0.5,0.2,0.3,0.25,0.4,0.35,0.35,0.35,0.3,0.15,0.8,0.05,0.45,0.15,0.4,0.5,0.3,0.2,0
neg_401,0.533333,0.4,0.066667,0.133333,0.333333,0.533333,0.333333,0.066667,0.6,0.133333,0.333333,0.533333,0.2,0.6,0.2,0.466667,0.266667,0.266667,0.133333,0.533333,0.333333,0
neg_402,0.4,0.066667,0.533333,0.066667,0.666667,0.266667,0.533333,0.066667,0.4,0.066667,0.666667,0.266667,0.2,0.733333,0.066667,0.733333,0.2,0.066667,0.466667,0.4,0.133333,0
neg_403,0.333333,0.266667,0.4,0.266667,0.533333,0.2,0.466667,0.2,0.333333,0.2,0.6,0.2,0.133333,0.666667,0.2,0.466667,0.4,0.133333,0.466667,0.333333,0.2,0
neg_404,0.4,0.4,0.2,0.466667,0.333333,0.2,0.266667,0.266667,0.466667,0.4,0.4,0.2,0.0,0.666667,0.333333,0.4,0.266667,0.333333,0.333333,0.4,0.266667,0
neg_405,0.266667,0.466667,0.266667,0.4,0.266667,0.333333,0.266667,0.4,0.333333,0.4,0.266667,0.333333,0.2,0.8,0.0,0.4,0.333333,0.266667,0.466667,0.266667,0.266667,0
neg_406,0.230769,0.307692,0.461538,0.307692,0.538462,0.153846,0.461538,0.307692,0.230769,0.230769,0.615385,0.153846,0.076923,0.846154,0.076923,0.461538,0.153846,0.384615,0.461538,0.230769,0.307692,0
neg_407,0.45,0.3,0.25,0.3,0.35,0.35,0.25,0.3,0.45,0.3,0.35,0.35,0.3,0.65,0.05,0.55,0.15,0.3,0.35,0.45,0.2,0
neg_408,0.142857,0.666667,0.190476,0.619048,0.285714,0.095238,0.238095,0.619048,0.142857,0.52381,0.380952,0.095238,0.0,0.952381,0.047619,0.190476,0.285714,0.52381,0.428571,0.142857,0.428571,0
neg_409,0.266667,0.533333,0.2,0.533333,0.333333,0.133333,0.266667,0.4,0.333333,0.4,0.466667,0.133333,0.0,0.933333,0.066667,0.133333,0.4,0.466667,0.2,0.266667,0.533333,0
neg_410,0.466667,0.266667,0.266667,0.2,0.2,0.6,0.4,0.066667,0.533333,0.133333,0.266667,0.6,0.266667,0.533333,0.2,0.4,0.4,0.2,0.266667,0.466667,0.266667,0
neg_411,0.333333,0.266667,0.4,0.266667,0.266667,0.466667,0.466667,0.2,0.333333,0.266667,0.266667,0.466667,0.2,0.666667,0.133333,0.266667,0.466667,0.266667,0.466667,0.333333,0.2,0
neg_412,0.133333,0.533333,0.333333,0.533333,0.333333,0.133333,0.4,0.466667,0.133333,0.466667,0.4,0.133333,0.066667,0.933333,0.0,0.333333,0.333333,0.333333,0.666667,0.133333,0.2,0
neg_413,0.333333,0.466667,0.2,0.4,0.266667,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.133333,0.733333,0.133333,0.266667,0.333333,0.4,0.333333,0.333333,0.333333,0
neg_414,0.266667,0.333333,0.4,0.4,0.4,0.2,0.4,0.333333,0.266667,0.333333,0.466667,0.2,0.0,0.866667,0.133333,0.266667,0.333333,0.4,0.333333,0.266667,0.4,0
neg_415,0.2,0.533333,0.266667,0.6,0.133333,0.266667,0.333333,0.466667,0.2,0.533333,0.2,0.266667,0.133333,0.8,0.066667,0.333333,0.4,0.266667,0.333333,0.2,0.466667,0
neg_416,0.333333,0.266667,0.4,0.333333,0.333333,0.333333,0.4,0.2,0.4,0.333333,0.333333,0.333333,0.133333,0.666667,0.2,0.4,0.4,0.2,0.466667,0.333333,0.2,0
neg_417,0.2,0.533333,0.266667,0.466667,0.266667,0.266667,0.266667,0.466667,0.266667,0.4,0.333333,0.266667,0.133333,0.8,0.066667,0.666667,0.2,0.133333,0.533333,0.2,0.266667,0
neg_418,0.133333,0.466667,0.4,0.4,0.4,0.2,0.4,0.333333,0.266667,0.333333,0.466667,0.2,0.0,0.866667,0.133333,0.666667,0.2,0.133333,0.6,0.133333,0.266667,0
neg_419,0.333333,0.2,0.466667,0.333333,0.466667,0.2,0.466667,0.2,0.333333,0.333333,0.466667,0.2,0.133333,0.733333,0.133333,0.266667,0.333333,0.4,0.466667,0.333333,0.2,0
neg_420,0.2,0.6,0.2,0.4,0.333333,0.266667,0.4,0.4,0.2,0.4,0.333333,0.266667,0.066667,0.866667,0.066667,0.533333,0.266667,0.2,0.533333,0.2,0.266667,0
neg_421,0.222222,0.388889,0.388889,0.277778,0.333333,0.388889,0.444444,0.277778,0.277778,0.277778,0.333333,0.388889,0.166667,0.777778,0.055556,0.444444,0.444444,0.111111,0.444444,0.222222,0.333333,0
neg_422,0.133333,0.533333,0.333333,0.533333,0.133333,0.333333,0.4,0.466667,0.133333,0.333333,0.333333,0.333333,0.066667,0.866667,0.066667,0.333333,0.333333,0.333333,0.533333,0.133333,0.333333,0
neg_423,0.266667,0.4,0.333333,0.333333,0.466667,0.2,0.333333,0.333333,0.333333,0.266667,0.533333,0.2,0.133333,0.866667,0.0,0.8,0.066667,0.133333,0.533333,0.266667,0.2,0
neg_424,0.4,0.333333,0.266667,0.466667,0.266667,0.266667,0.266667,0.333333,0.4,0.333333,0.4,0.266667,0.2,0.666667,0.133333,0.4,0.2,0.4,0.466667,0.4,0.133333,0
neg_425,0.333333,0.4,0.266667,0.4,0.533333,0.066667,0.266667,0.333333,0.4,0.4,0.533333,0.066667,0.0,0.733333,0.266667,0.466667,0.266667,0.266667,0.466667,0.333333,0.2,0
neg_426,0.266667,0.466667,0.266667,0.4,0.4,0.2,0.333333,0.333333,0.333333,0.4,0.4,0.2,0.0,0.866667,0.133333,0.333333,0.333333,0.333333,0.333333,0.266667,0.4,0
neg_427,0.466667,0.2,0.333333,0.266667,0.4,0.333333,0.333333,0.2,0.466667,0.133333,0.533333,0.333333,0.333333,0.6,0.066667,0.533333,0.133333,0.333333,0.333333,0.466667,0.2,0
neg_428,0.266667,0.533333,0.2,0.4,0.2,0.4,0.333333,0.4,0.266667,0.333333,0.266667,0.4,0.266667,0.733333,0.0,0.4,0.333333,0.266667,0.266667,0.266667,0.466667,0
neg_429,0.2,0.466667,0.333333,0.333333,0.4,0.266667,0.466667,0.333333,0.2,0.266667,0.466667,0.266667,0.066667,0.866667,0.066667,0.266667,0.4,0.333333,0.4,0.2,0.4,0
neg_430,0.133333,0.333333,0.533333,0.466667,0.533333,0.0,0.533333,0.333333,0.133333,0.4,0.6,0.0,0.0,0.866667,0.133333,0.2,0.466667,0.333333,0.733333,0.133333,0.133333,0
neg_431,0.533333,0.066667,0.4,0.2,0.533333,0.266667,0.4,0.066667,0.533333,0.2,0.533333,0.266667,0.266667,0.466667,0.266667,0.533333,0.266667,0.2,0.466667,0.533333,0.0,0
neg_432,0.266667,0.533333,0.2,0.533333,0.2,0.266667,0.2,0.466667,0.333333,0.4,0.333333,0.266667,0.066667,0.733333,0.2,0.466667,0.133333,0.4,0.266667,0.266667,0.466667,0
neg_433,0.466667,0.266667,0.266667,0.266667,0.466667,0.266667,0.4,0.133333,0.466667,0.266667,0.466667,0.266667,0.133333,0.666667,0.2,0.333333,0.333333,0.333333,0.4,0.466667,0.133333,0
neg_434,0.4,0.2,0.4,0.133333,0.466667,0.4,0.466667,0.066667,0.466667,0.133333,0.466667,0.4,0.2,0.666667,0.133333,0.533333,0.333333,0.133333,0.333333,0.4,0.266667,0
neg_435,0.4,0.266667,0.333333,0.2,0.333333,0.466667,0.466667,0.133333,0.4,0.2,0.333333,0.466667,0.333333,0.6,0.066667,0.666667,0.266667,0.066667,0.466667,0.4,0.133333,0
neg_436,0.133333,0.466667,0.4,0.466667,0.4,0.133333,0.466667,0.4,0.133333,0.466667,0.4,0.133333,0.0,0.866667,0.133333,0.4,0.4,0.2,0.8,0.133333,0.066667,0
neg_437,0.266667,0.4,0.333333,0.4,0.466667,0.133333,0.333333,0.4,0.266667,0.266667,0.6,0.133333,0.133333,0.8,0.066667,0.333333,0.266667,0.4,0.4,0.266667,0.333333,0
neg_438,0.133333,0.4,0.466667,0.333333,0.266667,0.4,0.533333,0.333333,0.133333,0.266667,0.333333,0.4,0.133333,0.866667,0.0,0.333333,0.533333,0.133333,0.4,0.133333,0.466667,0
neg_439,0.4,0.4,0.2,0.4,0.333333,0.266667,0.2,0.4,0.4,0.333333,0.4,0.266667,0.266667,0.666667,0.066667,0.733333,0.066667,0.2,0.4,0.4,0.2,0
neg_440,0.0,0.25,0.75,0.2,0.6,0.2,0.8,0.2,0.0,0.2,0.6,0.2,0.0,1.0,0.0,0.65,0.25,0.1,0.85,0.0,0.15,0
neg_441,0.4,0.333333,0.266667,0.133333,0.333333,0.533333,0.466667,0.133333,0.4,0.066667,0.4,0.533333,0.266667,0.733333,0.0,0.466667,0.333333,0.2,0.333333,0.4,0.266667,0
neg_442,0.2,0.466667,0.333333,0.4,0.4,0.2,0.333333,0.4,0.266667,0.4,0.4,0.2,0.066667,0.866667,0.066667,0.6,0.4,0.0,0.6,0.2,0.2,0
neg_443,0.35,0.45,0.2,0.55,0.3,0.15,0.2,0.45,0.35,0.5,0.35,0.15,0.1,0.75,0.15,0.3,0.3,0.4,0.35,0.35,0.3,0
neg_444,0.333333,0.4,0.266667,0.333333,0.4,0.266667,0.266667,0.333333,0.4,0.266667,0.466667,0.266667,0.133333,0.866667,0.0,0.466667,0.2,0.333333,0.4,0.333333,0.266667,0
neg_445,0.266667,0.333333,0.4,0.2,0.4,0.4,0.533333,0.133333,0.333333,0.133333,0.466667,0.4,0.066667,0.866667,0.066667,0.266667,0.4,0.333333,0.333333,0.266667,0.4,0
neg_446,0.2,0.533333,0.266667,0.533333,0.133333,0.333333,0.333333,0.466667,0.2,0.4,0.266667,0.333333,0.133333,0.8,0.066667,0.2,0.333333,0.466667,0.333333,0.2,0.466667,0
neg_447,0.533333,0.4,0.066667,0.4,0.2,0.4,0.2,0.266667,0.533333,0.4,0.2,0.4,0.266667,0.533333,0.2,0.533333,0.266667,0.2,0.266667,0.533333,0.2,0
neg_448,0.05,0.4,0.55,0.4,0.2,0.4,0.55,0.35,0.1,0.2,0.4,0.4,0.05,0.95,0.0,0.2,0.45,0.35,0.6,0.05,0.35,0
neg_449,0.5,0.45,0.05,0.7,0.25,0.05,0.05,0.4,0.55,0.45,0.5,0.05,0.0,0.7,0.3,0.15,0.05,0.8,0.15,0.5,0.35,0
neg_450,0.533333,0.466667,0.0,0.533333,0.2,0.266667,0.0,0.466667,0.533333,0.533333,0.2,0.266667,0.266667,0.466667,0.266667,0.666667,0.0,0.333333,0.333333,0.533333,0.133333,0
neg_451,0.133333,0.466667,0.4,0.466667,0.266667,0.266667,0.466667,0.4,0.133333,0.333333,0.4,0.266667,0.066667,0.866667,0.066667,0.266667,0.333333,0.4,0.6,0.133333,0.266667,0
neg_452,0.533333,0.4,0.066667,0.4,0.266667,0.333333,0.066667,0.333333,0.6,0.266667,0.4,0.333333,0.266667,0.533333,0.2,0.533333,0.0,0.466667,0.2,0.533333,0.266667,0
neg_453,0.533333,0.2,0.266667,0.333333,0.466667,0.2,0.266667,0.2,0.533333,0.266667,0.533333,0.2,0.2,0.666667,0.133333,0.733333,0.133333,0.133333,0.466667,0.533333,0.0,0
neg_454,0.333333,0.266667,0.4,0.4,0.466667,0.133333,0.4,0.266667,0.333333,0.266667,0.6,0.133333,0.066667,0.8,0.133333,0.533333,0.2,0.266667,0.466667,0.333333,0.2,0
neg_455,0.4,0.2,0.4,0.333333,0.533333,0.133333,0.4,0.2,0.4,0.333333,0.533333,0.133333,0.066667,0.666667,0.266667,0.533333,0.2,0.266667,0.466667,0.4,0.133333,0
neg_456,0.2,0.466667,0.333333,0.333333,0.333333,0.333333,0.4,0.333333,0.266667,0.266667,0.4,0.333333,0.066667,0.933333,0.0,0.333333,0.333333,0.333333,0.6,0.2,0.2,0
neg_457,0.466667,0.133333,0.4,0.266667,0.466667,0.266667,0.4,0.066667,0.533333,0.266667,0.466667,0.266667,0.066667,0.6,0.333333,0.4,0.266667,0.333333,0.466667,0.466667,0.066667,0
neg_458,0.4,0.333333,0.266667,0.466667,0.333333,0.2,0.266667,0.333333,0.4,0.466667,0.333333,0.2,0.133333,0.666667,0.2,0.333333,0.2,0.466667,0.4,0.4,0.2,0
neg_459,0.266667,0.466667,0.266667,0.266667,0.4,0.333333,0.333333,0.266667,0.4,0.266667,0.4,0.333333,0.133333,0.866667,0.0,0.6,0.266667,0.133333,0.466667,0.266667,0.266667,0
neg_460,0.533333,0.2,0.266667,0.333333,0.466667,0.2,0.266667,0.2,0.533333,0.266667,0.533333,0.2,0.133333,0.666667,0.2,0.466667,0.066667,0.466667,0.333333,0.533333,0.133333,0
neg_461,0.266667,0.533333,0.2,0.6,0.266667,0.133333,0.2,0.466667,0.333333,0.533333,0.333333,0.133333,0.066667,0.8,0.133333,0.133333,0.333333,0.533333,0.333333,0.266667,0.4,0
neg_462,0.266667,0.6,0.133333,0.466667,0.133333,0.4,0.2,0.4,0.4,0.4,0.2,0.4,0.133333,0.8,0.066667,0.466667,0.2,0.333333,0.266667,0.266667,0.466667,0
neg_463,0.25,0.4,0.35,0.4,0.5,0.1,0.4,0.35,0.25,0.35,0.55,0.1,0.05,0.9,0.05,0.45,0.25,0.3,0.45,0.25,0.3,0
neg_464,0.266667,0.4,0.333333,0.533333,0.133333,0.333333,0.333333,0.333333,0.333333,0.466667,0.2,0.333333,0.133333,0.733333,0.133333,0.466667,0.266667,0.266667,0.6,0.266667,0.133333,0
neg_465,0.142857,0.428571,0.428571,0.428571,0.428571,0.142857,0.5,0.357143,0.142857,0.142857,0.714286,0.142857,0.0,0.928571,0.071429,0.357143,0.357143,0.285714,0.428571,0.142857,0.428571,0
neg_466,0.4,0.333333,0.266667,0.2,0.533333,0.266667,0.333333,0.2,0.466667,0.2,0.533333,0.266667,0.133333,0.8,0.066667,0.466667,0.333333,0.2,0.333333,0.4,0.266667,0
neg_467,0.466667,0.333333,0.2,0.266667,0.4,0.333333,0.266667,0.2,0.533333,0.266667,0.4,0.333333,0.066667,0.733333,0.2,0.6,0.266667,0.133333,0.333333,0.466667,0.2,0
neg_468,0.266667,0.4,0.333333,0.666667,0.333333,0.0,0.333333,0.4,0.266667,0.6,0.4,0.0,0.0,0.733333,0.266667,0.266667,0.2,0.533333,0.533333,0.266667,0.2,0
neg_469,0.2,0.666667,0.133333,0.6,0.2,0.2,0.2,0.6,0.2,0.533333,0.266667,0.2,0.133333,0.8,0.066667,0.533333,0.266667,0.2,0.533333,0.2,0.266667,0
neg_470,0.333333,0.266667,0.4,0.2,0.6,0.2,0.466667,0.2,0.333333,0.2,0.6,0.2,0.133333,0.8,0.066667,0.333333,0.4,0.266667,0.466667,0.333333,0.2,0
neg_471,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.4,0.266667,0.333333,0.266667,0.4,0.333333,0.133333,0.8,0.066667,0.266667,0.4,0.333333,0.266667,0.333333,0.4,0
neg_472,0.4,0.266667,0.333333,0.333333,0.333333,0.333333,0.4,0.2,0.4,0.266667,0.4,0.333333,0.2,0.6,0.2,0.333333,0.4,0.266667,0.4,0.4,0.2,0
neg_473,0.466667,0.133333,0.4,0.133333,0.666667,0.2,0.4,0.133333,0.466667,0.133333,0.666667,0.2,0.2,0.666667,0.133333,0.866667,0.133333,0.0,0.533333,0.466667,0.0,0
neg_474,0.4,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.333333,0.466667,0.2,0.066667,0.733333,0.2,0.266667,0.266667,0.466667,0.533333,0.4,0.066667,0
neg_475,0.333333,0.2,0.466667,0.2,0.533333,0.266667,0.533333,0.133333,0.333333,0.2,0.533333,0.266667,0.066667,0.733333,0.2,0.533333,0.266667,0.2,0.466667,0.333333,0.2,0
neg_476,0.333333,0.266667,0.4,0.466667,0.466667,0.066667,0.4,0.266667,0.333333,0.4,0.533333,0.066667,0.066667,0.733333,0.2,0.466667,0.266667,0.266667,0.6,0.333333,0.066667,0
neg_477,0.333333,0.2,0.466667,0.266667,0.266667,0.466667,0.466667,0.2,0.333333,0.266667,0.266667,0.466667,0.2,0.666667,0.133333,0.533333,0.333333,0.133333,0.6,0.333333,0.066667,0
neg_478,0.4,0.4,0.2,0.45,0.3,0.25,0.3,0.3,0.4,0.25,0.5,0.25,0.15,0.7,0.15,0.25,0.2,0.55,0.2,0.4,0.4,0
neg_479,0.4,0.333333,0.266667,0.266667,0.533333,0.2,0.4,0.2,0.4,0.2,0.6,0.2,0.066667,0.8,0.133333,0.466667,0.266667,0.266667,0.4,0.4,0.2,0
neg_480,0.2,0.333333,0.466667,0.4,0.266667,0.333333,0.466667,0.333333,0.2,0.333333,0.333333,0.333333,0.2,0.8,0.0,0.8,0.066667,0.133333,0.666667,0.2,0.133333,0
neg_481,0.066667,0.266667,0.666667,0.266667,0.4,0.333333,0.666667,0.266667,0.066667,0.266667,0.4,0.333333,0.066667,0.933333,0.0,0.4,0.4,0.2,0.6,0.066667,0.333333,0
neg_482,0.133333,0.6,0.266667,0.6,0.2,0.2,0.333333,0.533333,0.133333,0.6,0.2,0.2,0.066667,0.866667,0.066667,0.4,0.333333,0.266667,0.6,0.133333,0.266667,0
neg_483,0.2,0.266667,0.533333,0.333333,0.466667,0.2,0.533333,0.2,0.266667,0.333333,0.466667,0.2,0.066667,0.8,0.133333,0.333333,0.533333,0.133333,0.666667,0.2,0.133333,0
neg_484,0.466667,0.4,0.133333,0.266667,0.133333,0.6,0.266667,0.266667,0.466667,0.133333,0.266667,0.6,0.333333,0.666667,0.0,0.466667,0.2,0.333333,0.2,0.466667,0.333333,0
neg_485,0.133333,0.6,0.266667,0.533333,0.266667,0.2,0.266667,0.533333,0.2,0.466667,0.333333,0.2,0.0,0.933333,0.066667,0.333333,0.4,0.266667,0.466667,0.133333,0.4,0
neg_486,0.333333,0.6,0.066667,0.8,0.133333,0.066667,0.066667,0.6,0.333333,0.666667,0.266667,0.066667,0.066667,0.8,0.133333,0.266667,0.133333,0.6,0.533333,0.333333,0.133333,0
neg_487,0.466667,0.333333,0.2,0.266667,0.466667,0.266667,0.266667,0.2,0.533333,0.133333,0.6,0.266667,0.066667,0.733333,0.2,0.666667,0.2,0.133333,0.333333,0.466667,0.2,0
neg_488,0.2,0.533333,0.266667,0.666667,0.266667,0.066667,0.266667,0.533333,0.2,0.533333,0.4,0.066667,0.066667,0.8,0.133333,0.333333,0.266667,0.4,0.333333,0.2,0.466667,0
neg_489,0.4,0.266667,0.333333,0.333333,0.533333,0.133333,0.333333,0.2,0.466667,0.266667,0.6,0.133333,0.066667,0.733333,0.2,0.533333,0.2,0.266667,0.466667,0.4,0.133333,0
neg_490,0.133333,0.533333,0.333333,0.6,0.333333,0.066667,0.333333,0.533333,0.133333,0.6,0.333333,0.066667,0.0,0.933333,0.066667,0.6,0.133333,0.266667,0.733333,0.133333,0.133333,0
neg_491,0.4,0.266667,0.333333,0.266667,0.4,0.333333,0.4,0.133333,0.466667,0.133333,0.533333,0.333333,0.133333,0.666667,0.2,0.466667,0.266667,0.266667,0.333333,0.4,0.266667,0
neg_492,0.157895,0.526316,0.315789,0.578947,0.315789,0.105263,0.315789,0.421053,0.263158,0.473684,0.421053,0.105263,0.0,0.842105,0.157895,0.210526,0.263158,0.526316,0.421053,0.157895,0.421053,0
neg_493,0.133333,0.666667,0.2,0.6,0.333333,0.066667,0.2,0.6,0.2,0.6,0.333333,0.066667,0.0,1.0,0.0,0.6,0.133333,0.266667,0.6,0.133333,0.266667,0
neg_494,0.0,0.066667,0.933333,0.2,0.533333,0.266667,0.933333,0.066667,0.0,0.066667,0.666667,0.266667,0.0,1.0,0.0,0.4,0.6,0.0,0.866667,0.0,0.133333,0
neg_495,0.2,0.6,0.2,0.533333,0.2,0.266667,0.266667,0.533333,0.2,0.333333,0.4,0.266667,0.2,0.8,0.0,0.333333,0.133333,0.533333,0.533333,0.2,0.266667,0
neg_496,0.333333,0.333333,0.333333,0.266667,0.666667,0.066667,0.4,0.266667,0.333333,0.2,0.733333,0.066667,0.0,0.866667,0.133333,0.466667,0.266667,0.266667,0.466667,0.333333,0.2,0
neg_497,0.333333,0.266667,0.4,0.4,0.466667,0.133333,0.4,0.266667,0.333333,0.333333,0.533333,0.133333,0.133333,0.733333,0.133333,0.333333,0.333333,0.333333,0.533333,0.333333,0.133333,0
neg_498,0.266667,0.4,0.333333,0.466667,0.333333,0.2,0.333333,0.333333,0.333333,0.266667,0.533333,0.2,0.0,1.0,0.0,0.4,0.4,0.2,0.533333,0.266667,0.2,0
neg_499,0.333333,0.466667,0.2,0.533333,0.4,0.066667,0.2,0.466667,0.333333,0.533333,0.4,0.066667,0.066667,0.8,0.133333,0.4,0.2,0.4,0.466667,0.333333,0.2,0
neg_500,0.2,0.466667,0.333333,0.466667,0.333333,0.2,0.333333,0.466667,0.2,0.4,0.4,0.2,0.133333,0.866667,0.0,0.2,0.333333,0.466667,0.533333,0.2,0.266667,0
neg_501,0.2,0.4,0.4,0.4,0.466667,0.133333,0.4,0.333333,0.266667,0.333333,0.533333,0.133333,0.066667,0.933333,0.0,0.333333,0.466667,0.2,0.466667,0.2,0.333333,0
neg_502,0.45,0.4,0.15,0.55,0.3,0.15,0.2,0.35,0.45,0.45,0.4,0.15,0.05,0.55,0.4,0.45,0.15,0.4,0.35,0.45,0.2,0
neg_503,0.4,0.266667,0.333333,0.266667,0.4,0.333333,0.4,0.133333,0.466667,0.266667,0.4,0.333333,0.133333,0.666667,0.2,0.533333,0.2,0.266667,0.333333,0.4,0.266667,0
neg_504,0.266667,0.333333,0.4,0.333333,0.333333,0.333333,0.466667,0.266667,0.266667,0.333333,0.333333,0.333333,0.066667,0.866667,0.066667,0.333333,0.333333,0.333333,0.533333,0.266667,0.2,0
neg_505,0.2,0.55,0.25,0.5,0.25,0.25,0.3,0.5,0.2,0.45,0.3,0.25,0.2,0.8,0.0,0.35,0.3,0.35,0.45,0.2,0.35,0
