seq_id,CTDT_Hydrophobicity_G1G2,CTDT_Hydrophobicity_G1G3,CTDT_Hydrophobicity_G2G3,CTDT_VanDerWaals_G1G2,CTDT_VanDerWaals_G1G3,CTDT_VanDerWaals_G2G3,CTDT_Polarity_G1G2,CTDT_Polarity_G1G3,CTDT_Polarity_G2G3,CTDT_Polarizability_G1G2,CTDT_Polarizability_G1G3,CTDT_Polarizability_G2G3,CTDT_Charge_G1G2,CTDT_Charge_G1G3,CTDT_Charge_G2G3,CTDT_SecondaryStructure_G1G2,CTDT_SecondaryStructure_G1G3,CTDT_SecondaryStructure_G2G3,CTDT_SolventAccessibility_G1G2,CTDT_SolventAccessibility_G1G3,CTDT_SolventAccessibility_G2G3,label
neg_56,0.142857,0.571429,0.142857,0.142857,0.142857,0.285714,0.142857,0.571429,0.142857,0.214286,0.071429,0.357143,0.428571,0.0,0.0,0.428571,0.142857,0.142857,0.642857,0.214286,0.071429,0
neg_57,0.071429,0.428571,0.214286,0.142857,0.285714,0.428571,0.142857,0.5,0.142857,0.071429,0.214286,0.5,0.285714,0.0,0.0,0.357143,0.142857,0.357143,0.428571,0.357143,0.071429,0
neg_58,0.222222,0.277778,0.111111,0.333333,0.166667,0.111111,0.111111,0.277778,0.222222,0.111111,0.111111,0.166667,0.166667,0.0,0.111111,0.333333,0.166667,0.055556,0.277778,0.111111,0.222222,0
neg_59,0.368421,0.263158,0.157895,0.368421,0.157895,0.052632,0.157895,0.263158,0.263158,0.421053,0.157895,0.052632,0.105263,0.0,0.315789,0.210526,0.210526,0.052632,0.263158,0.157895,0.368421,0
neg_60,0.071429,0.0,0.428571,0.428571,0.071429,0.0,0.357143,0.071429,0.0,0.357143,0.0,0.071429,0.071429,0.0,0.0,0.214286,0.142857,0.214286,0.0,0.357143,0.071429,0
neg_61,0.142857,0.142857,0.428571,0.214286,0.214286,0.142857,0.285714,0.285714,0.142857,0.214286,0.214286,0.142857,0.0,0.0,0.142857,0.214286,0.071429,0.357143,0.142857,0.285714,0.142857,0
neg_62,0.357143,0.142857,0.142857,0.285714,0.214286,0.142857,0.142857,0.142857,0.357143,0.285714,0.214286,0.142857,0.285714,0.071429,0.214286,0.142857,0.428571,0.0,0.357143,0.0,0.142857,0
neg_63,0.5,0.214286,0.071429,0.428571,0.142857,0.071429,0.142857,0.285714,0.428571,0.214286,0.071429,0.142857,0.214286,0.0,0.142857,0.142857,0.214286,0.142857,0.428571,0.142857,0.285714,0
neg_64,0.071429,0.428571,0.357143,0.285714,0.071429,0.214286,0.285714,0.5,0.0,0.428571,0.071429,0.214286,0.142857,0.0,0.214286,0.285714,0.214286,0.428571,0.428571,0.071429,0.071429,0
neg_65,0.357143,0.214286,0.285714,0.285714,0.357143,0.142857,0.142857,0.5,0.357143,0.214286,0.357143,0.142857,0.142857,0.0,0.142857,0.285714,0.285714,0.214286,0.285714,0.357143,0.285714,0
neg_66,0.142857,0.357143,0.071429,0.214286,0.142857,0.285714,0.071429,0.357143,0.142857,0.142857,0.071429,0.357143,0.357143,0.071429,0.142857,0.428571,0.0,0.0,0.142857,0.071429,0.357143,0
neg_67,0.071429,0.142857,0.357143,0.357143,0.071429,0.214286,0.357143,0.142857,0.071429,0.428571,0.0,0.285714,0.214286,0.071429,0.0,0.214286,0.142857,0.285714,0.142857,0.357143,0.071429,0
neg_68,0.526316,0.052632,0.157895,0.263158,0.315789,0.157895,0.105263,0.157895,0.421053,0.263158,0.210526,0.263158,0.157895,0.052632,0.210526,0.105263,0.315789,0.157895,0.105263,0.210526,0.473684,0
neg_69,0.214286,0.071429,0.428571,0.142857,0.285714,0.142857,0.214286,0.357143,0.214286,0.071429,0.214286,0.214286,0.285714,0.0,0.0,0.357143,0.357143,0.071429,0.071429,0.428571,0.214286,0
neg_70,0.142857,0.0,0.142857,0.071429,0.214286,0.071429,0.142857,0.0,0.142857,0.071429,0.214286,0.071429,0.142857,0.0,0.0,0.0,0.142857,0.214286,0.142857,0.428571,0.0,0
neg_71,0.235294,0.117647,0.058824,0.058824,0.352941,0.117647,0.235294,0.176471,0.176471,0.058824,0.352941,0.117647,0.352941,0.0,0.0,0.529412,0.117647,0.176471,0.235294,0.294118,0.117647,0
neg_72,0.214286,0.285714,0.142857,0.214286,0.0,0.357143,0.142857,0.428571,0.071429,0.071429,0.0,0.357143,0.285714,0.071429,0.071429,0.214286,0.142857,0.071429,0.285714,0.071429,0.214286,0
neg_73,0.285714,0.142857,0.285714,0.428571,0.142857,0.142857,0.285714,0.142857,0.285714,0.357143,0.071429,0.214286,0.285714,0.0,0.142857,0.142857,0.357143,0.071429,0.285714,0.357143,0.142857,0
neg_74,0.214286,0.071429,0.428571,0.428571,0.285714,0.071429,0.357143,0.142857,0.214286,0.285714,0.0,0.357143,0.071429,0.071429,0.214286,0.214286,0.428571,0.142857,0.071429,0.428571,0.214286,0
neg_75,0.285714,0.357143,0.071429,0.142857,0.214286,0.428571,0.071429,0.5,0.142857,0.142857,0.214286,0.428571,0.285714,0.071429,0.214286,0.142857,0.142857,0.142857,0.285714,0.071429,0.357143,0
neg_76,0.071429,0.071429,0.5,0.428571,0.142857,0.0,0.5,0.071429,0.071429,0.571429,0.142857,0.0,0.0,0.0,0.142857,0.285714,0.285714,0.357143,0.071429,0.357143,0.071429,0
neg_77,0.357143,0.071429,0.5,0.5,0.071429,0.214286,0.285714,0.285714,0.285714,0.428571,0.071429,0.214286,0.0,0.0,0.285714,0.214286,0.357143,0.071429,0.214286,0.428571,0.214286,0
neg_78,0.416667,0.0,0.083333,0.25,0.25,0.0,0.083333,0.0,0.416667,0.5,0.166667,0.083333,0.25,0.0,0.0,0.083333,0.333333,0.166667,0.166667,0.083333,0.25,0
neg_79,0.214286,0.285714,0.357143,0.071429,0.5,0.285714,0.357143,0.285714,0.214286,0.071429,0.5,0.285714,0.285714,0.0,0.214286,0.285714,0.357143,0.357143,0.357143,0.142857,0.142857,0
neg_80,0.357143,0.0,0.428571,0.285714,0.285714,0.0,0.428571,0.0,0.357143,0.357143,0.214286,0.071429,0.142857,0.0,0.071429,0.071429,0.5,0.285714,0.142857,0.285714,0.214286,0
neg_81,0.071429,0.428571,0.071429,0.214286,0.0,0.571429,0.071429,0.428571,0.071429,0.285714,0.0,0.571429,0.285714,0.0,0.142857,0.5,0.0,0.142857,0.357143,0.142857,0.142857,0
neg_82,0.285714,0.285714,0.142857,0.285714,0.071429,0.357143,0.0,0.428571,0.285714,0.285714,0.071429,0.357143,0.214286,0.071429,0.285714,0.285714,0.285714,0.142857,0.357143,0.214286,0.214286,0
neg_83,0.142857,0.0,0.5,0.142857,0.285714,0.142857,0.214286,0.285714,0.214286,0.142857,0.285714,0.142857,0.142857,0.0,0.0,0.285714,0.357143,0.071429,0.0,0.5,0.142857,0
neg_84,0.285714,0.071429,0.214286,0.142857,0.357143,0.071429,0.214286,0.071429,0.428571,0.214286,0.285714,0.142857,0.0,0.0,0.142857,0.0,0.428571,0.142857,0.214286,0.428571,0.142857,0
neg_85,0.357143,0.0,0.0,0.214286,0.142857,0.0,0.0,0.0,0.357143,0.357143,0.142857,0.0,0.142857,0.0,0.214286,0.285714,0.142857,0.142857,0.285714,0.214286,0.071429,0
neg_86,0.142857,0.142857,0.357143,0.357143,0.142857,0.142857,0.357143,0.142857,0.142857,0.642857,0.142857,0.142857,0.071429,0.071429,0.214286,0.285714,0.142857,0.214286,0.142857,0.285714,0.142857,0
neg_87,0.285714,0.142857,0.357143,0.357143,0.285714,0.142857,0.357143,0.142857,0.285714,0.357143,0.285714,0.142857,0.142857,0.0,0.0,0.142857,0.142857,0.285714,0.285714,0.428571,0.142857,0
neg_88,0.142857,0.071429,0.5,0.5,0.071429,0.071429,0.5,0.071429,0.142857,0.571429,0.071429,0.071429,0.142857,0.0,0.071429,0.071429,0.357143,0.214286,0.071429,0.5,0.142857,0
neg_89,0.0,0.357143,0.214286,0.214286,0.142857,0.214286,0.214286,0.357143,0.0,0.214286,0.142857,0.214286,0.214286,0.0,0.142857,0.357143,0.142857,0.357143,0.357143,0.142857,0.0,0
neg_90,0.357143,0.142857,0.142857,0.142857,0.142857,0.357143,0.142857,0.214286,0.285714,0.214286,0.071429,0.428571,0.285714,0.0,0.142857,0.428571,0.214286,0.071429,0.285714,0.285714,0.214286,0
neg_91,0.214286,0.214286,0.142857,0.071429,0.071429,0.357143,0.071429,0.357143,0.071429,0.0,0.0,0.428571,0.571429,0.0,0.0,0.428571,0.071429,0.071429,0.214286,0.071429,0.214286,0
neg_92,0.142857,0.0,0.571429,0.642857,0.214286,0.071429,0.5,0.071429,0.357143,0.642857,0.142857,0.142857,0.0,0.0,0.0,0.142857,0.428571,0.142857,0.0,0.571429,0.142857,0
neg_93,0.357143,0.285714,0.071429,0.285714,0.071429,0.071429,0.071429,0.285714,0.357143,0.285714,0.0,0.142857,0.071429,0.071429,0.214286,0.214286,0.071429,0.428571,0.214286,0.142857,0.428571,0
neg_94,0.142857,0.357143,0.142857,0.142857,0.142857,0.214286,0.142857,0.357143,0.142857,0.071429,0.071429,0.285714,0.285714,0.071429,0.214286,0.142857,0.214286,0.071429,0.428571,0.071429,0.071429,0
neg_95,0.357143,0.142857,0.0,0.214286,0.142857,0.285714,0.0,0.142857,0.357143,0.214286,0.142857,0.285714,0.285714,0.0,0.142857,0.071429,0.214286,0.071429,0.357143,0.0,0.142857,0
neg_96,0.0,0.0,0.5,0.428571,0.214286,0.071429,0.5,0.0,0.142857,0.428571,0.214286,0.071429,0.0,0.0,0.0,0.571429,0.0,0.0,0.0,0.428571,0.0,0
neg_97,0.214286,0.214286,0.0,0.285714,0.071429,0.142857,0.0,0.214286,0.214286,0.428571,0.071429,0.142857,0.142857,0.0,0.142857,0.071429,0.357143,0.285714,0.285714,0.142857,0.142857,0
neg_98,0.357143,0.0,0.357143,0.285714,0.428571,0.0,0.428571,0.071429,0.285714,0.214286,0.357143,0.071429,0.285714,0.0,0.071429,0.285714,0.214286,0.357143,0.071429,0.285714,0.285714,0
neg_99,0.052632,0.210526,0.421053,0.421053,0.105263,0.157895,0.368421,0.315789,0.052632,0.368421,0.052632,0.210526,0.0,0.0,0.105263,0.105263,0.368421,0.157895,0.263158,0.473684,0.0,0
neg_100,0.428571,0.0,0.0,0.071429,0.142857,0.071429,0.071429,0.071429,0.357143,0.071429,0.142857,0.071429,0.0,0.071429,0.428571,0.0,0.357143,0.142857,0.285714,0.285714,0.142857,0
neg_101,0.0,0.294118,0.235294,0.176471,0.058824,0.470588,0.235294,0.294118,0.0,0.176471,0.058824,0.470588,0.0,0.0,0.0,0.235294,0.117647,0.294118,0.294118,0.235294,0.0,0
neg_102,0.142857,0.428571,0.214286,0.214286,0.142857,0.214286,0.214286,0.571429,0.0,0.142857,0.142857,0.214286,0.142857,0.0,0.142857,0.285714,0.142857,0.357143,0.428571,0.214286,0.142857,0
neg_103,0.285714,0.071429,0.285714,0.357143,0.357143,0.0,0.285714,0.071429,0.285714,0.357143,0.357143,0.0,0.0,0.0,0.285714,0.0,0.285714,0.285714,0.142857,0.285714,0.214286,0
neg_104,0.117647,0.235294,0.470588,0.470588,0.235294,0.0,0.470588,0.235294,0.117647,0.529412,0.235294,0.0,0.0,0.0,0.352941,0.176471,0.176471,0.235294,0.235294,0.470588,0.117647,0
neg_105,0.071429,0.285714,0.5,0.214286,0.214286,0.214286,0.357143,0.428571,0.071429,0.214286,0.214286,0.214286,0.0,0.0,0.142857,0.214286,0.142857,0.357143,0.285714,0.214286,0.071429,0
neg_106,0.105263,0.052632,0.368421,0.263158,0.263158,0.157895,0.421053,0.105263,0.105263,0.368421,0.157895,0.263158,0.052632,0.0,0.105263,0.368421,0.157895,0.157895,0.052632,0.157895,0.105263,0
neg_107,0.071429,0.142857,0.285714,0.285714,0.142857,0.142857,0.285714,0.142857,0.071429,0.285714,0.142857,0.142857,0.142857,0.0,0.214286,0.142857,0.285714,0.071429,0.142857,0.285714,0.071429,0
neg_108,0.071429,0.071429,0.428571,0.428571,0.142857,0.0,0.428571,0.142857,0.0,0.285714,0.142857,0.0,0.0,0.0,0.142857,0.071429,0.214286,0.357143,0.071429,0.428571,0.071429,0
neg_109,0.285714,0.071429,0.214286,0.357143,0.142857,0.0,0.214286,0.071429,0.285714,0.357143,0.142857,0.0,0.0,0.0,0.214286,0.214286,0.357143,0.071429,0.142857,0.071429,0.214286,0
neg_110,0.214286,0.0,0.0,0.142857,0.071429,0.071429,0.0,0.0,0.214286,0.571429,0.071429,0.071429,0.142857,0.0,0.142857,0.0,0.571429,0.0,0.142857,0.5,0.071429,0
neg_111,0.25,0.05,0.15,0.2,0.2,0.1,0.15,0.05,0.25,0.2,0.2,0.1,0.15,0.05,0.05,0.15,0.3,0.1,0.25,0.25,0.05,0
neg_112,0.315789,0.263158,0.210526,0.421053,0.210526,0.263158,0.157895,0.315789,0.263158,0.263158,0.157895,0.315789,0.157895,0.0,0.210526,0.368421,0.263158,0.052632,0.315789,0.157895,0.263158,0
neg_113,0.142857,0.357143,0.285714,0.357143,0.214286,0.357143,0.285714,0.357143,0.142857,0.357143,0.214286,0.357143,0.214286,0.0,0.142857,0.357143,0.0,0.285714,0.428571,0.214286,0.071429,0
neg_114,0.285714,0.071429,0.428571,0.285714,0.214286,0.142857,0.428571,0.071429,0.285714,0.142857,0.214286,0.142857,0.0,0.0,0.357143,0.142857,0.142857,0.214286,0.285714,0.357143,0.071429,0
neg_115,0.357143,0.285714,0.142857,0.214286,0.285714,0.214286,0.214286,0.357143,0.285714,0.142857,0.214286,0.285714,0.5,0.0,0.142857,0.428571,0.357143,0.142857,0.428571,0.214286,0.214286,0
neg_116,0.0,0.214286,0.357143,0.428571,0.071429,0.285714,0.357143,0.214286,0.0,0.285714,0.071429,0.285714,0.0,0.071429,0.214286,0.428571,0.142857,0.142857,0.214286,0.285714,0.0,0
neg_117,0.428571,0.428571,0.071429,0.285714,0.142857,0.357143,0.071429,0.571429,0.214286,0.142857,0.142857,0.357143,0.428571,0.0,0.142857,0.142857,0.214286,0.357143,0.571429,0.071429,0.285714,0
neg_118,0.142857,0.142857,0.571429,0.357143,0.357143,0.071429,0.5,0.214286,0.071429,0.357143,0.357143,0.071429,0.0,0.0,0.285714,0.285714,0.071429,0.214286,0.214286,0.214286,0.071429,0
neg_119,0.142857,0.214286,0.428571,0.285714,0.214286,0.214286,0.5,0.285714,0.071429,0.285714,0.142857,0.285714,0.142857,0.0,0.071429,0.142857,0.214286,0.5,0.285714,0.357143,0.071429,0
neg_120,0.357143,0.071429,0.285714,0.214286,0.428571,0.071429,0.285714,0.071429,0.357143,0.214286,0.357143,0.142857,0.0,0.0,0.285714,0.071429,0.357143,0.285714,0.285714,0.357143,0.142857,0
neg_121,0.5,0.214286,0.0,0.357143,0.142857,0.214286,0.0,0.214286,0.5,0.357143,0.142857,0.214286,0.142857,0.142857,0.571429,0.214286,0.142857,0.0,0.642857,0.071429,0.071429,0
neg_122,0.214286,0.071429,0.357143,0.214286,0.071429,0.214286,0.142857,0.142857,0.285714,0.357143,0.071429,0.214286,0.0,0.0,0.071429,0.142857,0.285714,0.142857,0.285714,0.428571,0.0,0
neg_123,0.214286,0.142857,0.285714,0.357143,0.0,0.214286,0.214286,0.214286,0.142857,0.285714,0.0,0.214286,0.214286,0.0,0.0,0.071429,0.428571,0.071429,0.142857,0.285714,0.214286,0
neg_124,0.214286,0.214286,0.285714,0.357143,0.142857,0.142857,0.285714,0.214286,0.214286,0.357143,0.142857,0.142857,0.142857,0.0,0.0,0.5,0.142857,0.142857,0.357143,0.214286,0.071429,0
neg_125,0.142857,0.071429,0.214286,0.285714,0.214286,0.142857,0.214286,0.071429,0.285714,0.214286,0.142857,0.214286,0.071429,0.0,0.142857,0.071429,0.428571,0.071429,0.142857,0.214286,0.071429,0
neg_126,0.571429,0.142857,0.142857,0.5,0.214286,0.071429,0.142857,0.142857,0.571429,0.428571,0.214286,0.071429,0.285714,0.0,0.0,0.071429,0.5,0.142857,0.571429,0.142857,0.142857,0
neg_127,0.214286,0.357143,0.214286,0.142857,0.214286,0.5,0.142857,0.428571,0.142857,0.142857,0.214286,0.5,0.214286,0.214286,0.357143,0.214286,0.0,0.071429,0.428571,0.142857,0.142857,0
neg_128,0.421053,0.052632,0.210526,0.210526,0.368421,0.052632,0.210526,0.052632,0.315789,0.157895,0.315789,0.105263,0.263158,0.052632,0.210526,0.105263,0.315789,0.263158,0.105263,0.263158,0.368421,0
neg_129,0.0,0.0,0.142857,0.142857,0.0,0.0,0.142857,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.5,0.142857,0.142857,0.0,0.5,0.0,0
neg_130,0.0,0.142857,0.428571,0.142857,0.285714,0.285714,0.357143,0.214286,0.071429,0.214286,0.214286,0.357143,0.0,0.0,0.142857,0.285714,0.142857,0.285714,0.142857,0.571429,0.0,0
neg_131,0.142857,0.142857,0.428571,0.428571,0.214286,0.0,0.5,0.142857,0.142857,0.428571,0.214286,0.0,0.0,0.0,0.285714,0.0,0.357143,0.214286,0.214286,0.428571,0.071429,0
neg_132,0.071429,0.214286,0.5,0.428571,0.0,0.285714,0.357143,0.214286,0.071429,0.357143,0.0,0.285714,0.142857,0.0,0.0,0.071429,0.071429,0.285714,0.214286,0.357143,0.071429,0
neg_133,0.555556,0.055556,0.166667,0.722222,0.111111,0.111111,0.222222,0.111111,0.5,0.388889,0.111111,0.111111,0.0,0.0,0.111111,0.055556,0.555556,0.166667,0.055556,0.166667,0.555556,0
neg_134,0.142857,0.214286,0.428571,0.428571,0.142857,0.142857,0.428571,0.214286,0.142857,0.428571,0.142857,0.142857,0.285714,0.0,0.0,0.142857,0.5,0.142857,0.214286,0.428571,0.142857,0
neg_135,0.142857,0.071429,0.285714,0.142857,0.571429,0.142857,0.428571,0.071429,0.142857,0.142857,0.5,0.214286,0.071429,0.071429,0.142857,0.285714,0.285714,0.071429,0.142857,0.357143,0.071429,0
neg_136,0.428571,0.142857,0.071429,0.285714,0.214286,0.214286,0.071429,0.285714,0.285714,0.285714,0.214286,0.214286,0.0,0.0,0.285714,0.142857,0.428571,0.142857,0.357143,0.214286,0.214286,0
neg_137,0.357143,0.071429,0.285714,0.428571,0.214286,0.214286,0.285714,0.071429,0.357143,0.357143,0.142857,0.285714,0.142857,0.0,0.142857,0.428571,0.142857,0.142857,0.142857,0.285714,0.285714,0
neg_138,0.357143,0.142857,0.214286,0.142857,0.214286,0.285714,0.142857,0.214286,0.285714,0.142857,0.214286,0.285714,0.357143,0.071429,0.142857,0.357143,0.214286,0.0,0.142857,0.214286,0.357143,0
neg_139,0.142857,0.428571,0.214286,0.285714,0.071429,0.214286,0.142857,0.5,0.071429,0.285714,0.071429,0.214286,0.0,0.0,0.285714,0.285714,0.357143,0.142857,0.5,0.071429,0.071429,0
neg_140,0.142857,0.0,0.571429,0.571429,0.285714,0.0,0.571429,0.0,0.285714,0.357143,0.285714,0.0,0.142857,0.0,0.0,0.142857,0.5,0.0,0.071429,0.571429,0.071429,0
neg_141,0.071429,0.357143,0.071429,0.071429,0.071429,0.214286,0.071429,0.357143,0.071429,0.071429,0.071429,0.214286,0.142857,0.0,0.214286,0.357143,0.142857,0.214286,0.357143,0.071429,0.071429,0
neg_142,0.5,0.214286,0.214286,0.428571,0.142857,0.285714,0.142857,0.357143,0.428571,0.428571,0.142857,0.285714,0.142857,0.0,0.142857,0.5,0.142857,0.0,0.214286,0.214286,0.5,0
neg_143,0.142857,0.428571,0.285714,0.357143,0.071429,0.285714,0.285714,0.428571,0.142857,0.357143,0.071429,0.285714,0.142857,0.0,0.285714,0.071429,0.142857,0.0,0.428571,0.0,0.142857,0
neg_144,0.411765,0.058824,0.117647,0.294118,0.235294,0.117647,0.058824,0.117647,0.352941,0.352941,0.176471,0.176471,0.176471,0.058824,0.058824,0.117647,0.470588,0.235294,0.176471,0.176471,0.294118,0
neg_145,0.357143,0.0,0.071429,0.285714,0.428571,0.142857,0.071429,0.0,0.5,0.071429,0.214286,0.357143,0.285714,0.142857,0.071429,0.0,0.5,0.071429,0.0,0.071429,0.357143,0
neg_146,0.214286,0.0,0.142857,0.071429,0.428571,0.0,0.142857,0.0,0.214286,0.214286,0.285714,0.142857,0.214286,0.071429,0.071429,0.071429,0.357143,0.214286,0.071429,0.357143,0.142857,0
neg_147,0.142857,0.285714,0.285714,0.285714,0.285714,0.357143,0.214286,0.357143,0.071429,0.214286,0.214286,0.428571,0.0,0.0,0.285714,0.357143,0.142857,0.142857,0.285714,0.357143,0.142857,0
neg_148,0.210526,0.105263,0.210526,0.315789,0.210526,0.105263,0.210526,0.105263,0.210526,0.263158,0.052632,0.263158,0.0,0.0,0.105263,0.052632,0.263158,0.157895,0.157895,0.263158,0.157895,0
neg_149,0.214286,0.142857,0.214286,0.142857,0.357143,0.071429,0.214286,0.142857,0.214286,0.285714,0.357143,0.071429,0.285714,0.0,0.071429,0.285714,0.071429,0.285714,0.142857,0.214286,0.214286,0
neg_150,0.263158,0.105263,0.315789,0.315789,0.263158,0.105263,0.315789,0.105263,0.263158,0.315789,0.210526,0.157895,0.157895,0.0,0.210526,0.157895,0.210526,0.157895,0.263158,0.263158,0.105263,0
neg_151,0.142857,0.142857,0.357143,0.571429,0.071429,0.071429,0.285714,0.214286,0.214286,0.571429,0.071429,0.071429,0.0,0.0,0.142857,0.428571,0.142857,0.357143,0.214286,0.285714,0.071429,0
neg_152,0.157895,0.368421,0.263158,0.210526,0.105263,0.263158,0.263158,0.368421,0.052632,0.105263,0.105263,0.263158,0.157895,0.0,0.0,0.157895,0.210526,0.157895,0.315789,0.210526,0.210526,0
neg_153,0.142857,0.142857,0.428571,0.5,0.285714,0.0,0.428571,0.142857,0.142857,0.357143,0.214286,0.071429,0.142857,0.0,0.142857,0.142857,0.5,0.214286,0.214286,0.5,0.071429,0
neg_154,0.071429,0.142857,0.357143,0.142857,0.357143,0.214286,0.285714,0.214286,0.142857,0.214286,0.285714,0.285714,0.142857,0.0,0.071429,0.142857,0.214286,0.285714,0.142857,0.357143,0.071429,0
neg_155,0.285714,0.214286,0.142857,0.142857,0.214286,0.142857,0.142857,0.214286,0.285714,0.214286,0.142857,0.214286,0.285714,0.0,0.214286,0.214286,0.214286,0.0,0.285714,0.214286,0.214286,0
neg_156,0.214286,0.285714,0.071429,0.0,0.142857,0.428571,0.142857,0.5,0.0,0.0,0.0,0.571429,0.285714,0.0,0.0,0.214286,0.071429,0.428571,0.285714,0.071429,0.214286,0
neg_157,0.142857,0.285714,0.285714,0.285714,0.0,0.142857,0.142857,0.428571,0.142857,0.428571,0.0,0.142857,0.0,0.0,0.285714,0.214286,0.285714,0.0,0.285714,0.285714,0.142857,0
neg_158,0.142857,0.357143,0.142857,0.142857,0.142857,0.357143,0.071429,0.428571,0.071429,0.142857,0.142857,0.357143,0.0,0.0,0.214286,0.214286,0.142857,0.142857,0.214286,0.142857,0.285714,0
neg_159,0.214286,0.0,0.0,0.0,0.428571,0.071429,0.285714,0.214286,0.142857,0.071429,0.357143,0.142857,0.0,0.0,0.142857,0.071429,0.071429,0.428571,0.071429,0.214286,0.142857,0
neg_160,0.315789,0.052632,0.157895,0.263158,0.263158,0.105263,0.157895,0.105263,0.157895,0.105263,0.210526,0.157895,0.210526,0.105263,0.210526,0.052632,0.473684,0.105263,0.052632,0.157895,0.315789,0
neg_161,0.071429,0.214286,0.071429,0.142857,0.142857,0.214286,0.0,0.285714,0.0,0.142857,0.142857,0.214286,0.214286,0.142857,0.142857,0.357143,0.142857,0.071429,0.142857,0.142857,0.142857,0
neg_162,0.071429,0.142857,0.428571,0.142857,0.071429,0.214286,0.214286,0.357143,0.0,0.0,0.071429,0.214286,0.142857,0.0,0.142857,0.5,0.0,0.214286,0.142857,0.428571,0.071429,0
neg_163,0.214286,0.071429,0.357143,0.285714,0.142857,0.142857,0.357143,0.071429,0.071429,0.357143,0.142857,0.142857,0.0,0.0,0.285714,0.071429,0.357143,0.214286,0.071429,0.357143,0.214286,0
neg_164,0.142857,0.214286,0.214286,0.357143,0.214286,0.357143,0.214286,0.214286,0.142857,0.357143,0.214286,0.357143,0.142857,0.0,0.214286,0.214286,0.214286,0.214286,0.357143,0.0,0.0,0
neg_165,0.071429,0.214286,0.214286,0.214286,0.071429,0.071429,0.214286,0.214286,0.071429,0.214286,0.071429,0.071429,0.142857,0.0,0.142857,0.214286,0.285714,0.142857,0.214286,0.285714,0.071429,0
neg_166,0.285714,0.142857,0.285714,0.071429,0.214286,0.214286,0.142857,0.285714,0.142857,0.142857,0.142857,0.285714,0.142857,0.0,0.142857,0.142857,0.214286,0.142857,0.285714,0.357143,0.142857,0
neg_167,0.285714,0.285714,0.214286,0.142857,0.357143,0.357143,0.142857,0.357143,0.357143,0.142857,0.357143,0.357143,0.142857,0.0,0.285714,0.357143,0.142857,0.142857,0.285714,0.285714,0.285714,0
neg_168,0.052632,0.368421,0.157895,0.210526,0.105263,0.157895,0.157895,0.368421,0.052632,0.157895,0.052632,0.210526,0.210526,0.052632,0.210526,0.315789,0.105263,0.210526,0.368421,0.157895,0.052632,0
neg_169,0.071429,0.285714,0.357143,0.285714,0.285714,0.214286,0.071429,0.428571,0.071429,0.285714,0.142857,0.357143,0.142857,0.071429,0.214286,0.214286,0.214286,0.071429,0.285714,0.357143,0.071429,0
neg_170,0.285714,0.214286,0.214286,0.214286,0.142857,0.285714,0.142857,0.285714,0.214286,0.214286,0.142857,0.285714,0.285714,0.0,0.0,0.285714,0.214286,0.142857,0.428571,0.142857,0.071429,0
neg_171,0.214286,0.142857,0.142857,0.142857,0.285714,0.214286,0.285714,0.214286,0.142857,0.214286,0.214286,0.285714,0.142857,0.142857,0.214286,0.214286,0.142857,0.142857,0.142857,0.0,0.214286,0
neg_172,0.0,0.071429,0.428571,0.214286,0.214286,0.071429,0.428571,0.071429,0.0,0.285714,0.142857,0.142857,0.0,0.0,0.071429,0.5,0.071429,0.071429,0.071429,0.428571,0.0,0
neg_173,0.222222,0.277778,0.277778,0.277778,0.333333,0.111111,0.277778,0.277778,0.222222,0.222222,0.111111,0.333333,0.0,0.0,0.111111,0.055556,0.222222,0.277778,0.277778,0.277778,0.222222,0
neg_174,0.214286,0.142857,0.214286,0.428571,0.142857,0.071429,0.214286,0.142857,0.214286,0.571429,0.142857,0.071429,0.0,0.071429,0.071429,0.142857,0.357143,0.214286,0.214286,0.142857,0.142857,0
neg_175,0.285714,0.0,0.214286,0.214286,0.142857,0.071429,0.071429,0.142857,0.285714,0.428571,0.142857,0.071429,0.071429,0.071429,0.214286,0.214286,0.071429,0.142857,0.071429,0.285714,0.214286,0
neg_176,0.214286,0.357143,0.214286,0.285714,0.142857,0.285714,0.142857,0.428571,0.142857,0.285714,0.142857,0.285714,0.214286,0.071429,0.357143,0.214286,0.214286,0.214286,0.357143,0.214286,0.214286,0
neg_177,0.214286,0.142857,0.285714,0.285714,0.142857,0.357143,0.214286,0.214286,0.214286,0.285714,0.142857,0.357143,0.071429,0.071429,0.214286,0.214286,0.5,0.071429,0.285714,0.142857,0.071429,0
neg_178,0.428571,0.0,0.142857,0.071429,0.357143,0.357143,0.214286,0.214286,0.214286,0.0,0.285714,0.428571,0.142857,0.0,0.285714,0.428571,0.214286,0.142857,0.0,0.285714,0.428571,0
neg_179,0.214286,0.285714,0.142857,0.0,0.428571,0.214286,0.071429,0.285714,0.214286,0.071429,0.214286,0.428571,0.428571,0.0,0.0,0.357143,0.214286,0.0,0.357143,0.214286,0.142857,0
neg_180,0.157895,0.105263,0.315789,0.368421,0.105263,0.105263,0.315789,0.105263,0.157895,0.368421,0.105263,0.105263,0.105263,0.0,0.157895,0.315789,0.263158,0.105263,0.210526,0.210526,0.052632,0
