seq_id,PAAC_A,PAAC_C,PAAC_D,PAAC_E,PAAC_F,PAAC_G,PAAC_H,PAAC_I,PAAC_K,PAAC_L,PAAC_M,PAAC_N,PAAC_P,PAAC_Q,PAAC_R,PAAC_S,PAAC_T,PAAC_V,PAAC_W,PAAC_Y,PAAC_T1,PAAC_T2,PAAC_T3,label
neg_113,0.047201,0.0,0.047201,0.0,0.094402,0.0,0.0,0.047201,0.0,0.0,0.0,0.047201,0.0,0.047201,0.094402,0.047201,0.047201,0.141603,0.047201,0.0,0.108965,0.099734,0.083284,0
neg_114,0.0,0.0,0.154468,0.051489,0.051489,0.102979,0.0,0.0,0.0,0.051489,0.0,0.0,0.051489,0.0,0.0,0.051489,0.051489,0.102979,0.051489,0.051489,0.075323,0.07121,0.081126,0
neg_115,0.0,0.0,0.0,0.045954,0.0,0.091908,0.0,0.045954,0.091908,0.045954,0.0,0.0,0.045954,0.0,0.137862,0.045954,0.0,0.091908,0.0,0.045954,0.127332,0.10706,0.076298,0
neg_116,0.106278,0.0,0.106278,0.053139,0.053139,0.0,0.0,0.053139,0.053139,0.159416,0.0,0.0,0.053139,0.053139,0.0,0.0,0.0,0.053139,0.0,0.053139,0.051229,0.076385,0.075304,0
neg_117,0.0471,0.0,0.0471,0.0,0.0,0.0,0.0471,0.0471,0.0,0.0471,0.0,0.1413,0.0471,0.0,0.1413,0.0,0.0,0.0942,0.0,0.0471,0.136334,0.051183,0.105983,0
neg_118,0.152305,0.0,0.050768,0.050768,0.050768,0.050768,0.0,0.0,0.0,0.152305,0.050768,0.0,0.0,0.0,0.0,0.050768,0.0,0.050768,0.050768,0.050768,0.089991,0.076449,0.072038,0
neg_119,0.050213,0.050213,0.0,0.050213,0.0,0.100425,0.0,0.150638,0.0,0.0,0.050213,0.050213,0.050213,0.0,0.050213,0.050213,0.0,0.050213,0.0,0.050213,0.096622,0.077981,0.072206,0
neg_120,0.100951,0.0,0.100951,0.0,0.100951,0.100951,0.050475,0.0,0.0,0.0,0.0,0.0,0.050475,0.050475,0.0,0.050475,0.050475,0.050475,0.050475,0.0,0.088841,0.069973,0.084055,0
neg_121,0.146719,0.0,0.048906,0.244531,0.0,0.0,0.0,0.0,0.0,0.048906,0.048906,0.0,0.0,0.0,0.097812,0.0,0.048906,0.048906,0.0,0.0,0.106947,0.069736,0.089723,0
neg_122,0.171449,0.05715,0.0,0.05715,0.0,0.1143,0.05715,0.05715,0.0,0.0,0.0,0.05715,0.05715,0.05715,0.0,0.0,0.0,0.1143,0.0,0.05715,0.056036,0.039765,0.046952,0
neg_123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055026,0.165077,0.0,0.055026,0.165077,0.110051,0.055026,0.110051,0.0,0.055026,0.0,0.055026,0.052383,0.06304,0.059194,0
neg_124,0.099889,0.0,0.0,0.0,0.0,0.049944,0.0,0.049944,0.0,0.099889,0.049944,0.049944,0.0,0.099889,0.049944,0.0,0.049944,0.099889,0.049944,0.0,0.084007,0.084792,0.082035,0
neg_125,0.0,0.0,0.0,0.055103,0.0,0.165309,0.055103,0.055103,0.0,0.165309,0.055103,0.055103,0.055103,0.055103,0.055103,0.0,0.0,0.055103,0.0,0.0,0.054351,0.053405,0.065701,0
neg_126,0.052318,0.0,0.0,0.0,0.0,0.209273,0.0,0.0,0.104636,0.052318,0.0,0.104636,0.052318,0.052318,0.0,0.052318,0.052318,0.052318,0.0,0.0,0.086133,0.045031,0.084064,0
neg_127,0.09332,0.0,0.04666,0.186639,0.04666,0.0,0.0,0.0,0.04666,0.09332,0.04666,0.0,0.0,0.0,0.09332,0.0,0.0,0.0,0.0,0.04666,0.111083,0.122369,0.066652,0
neg_128,0.036437,0.0,0.109312,0.0,0.036437,0.072875,0.109312,0.072875,0.0,0.072875,0.0,0.0,0.036437,0.0,0.109312,0.036437,0.036437,0.0,0.0,0.0,0.081254,0.096925,0.093075,0
neg_129,0.509618,0.0,0.0,0.0,0.0,0.127405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254809,0.063702,0.0,0.0,0.017806,0.011666,0.014993,0
neg_130,0.054432,0.0,0.0,0.054432,0.108864,0.0,0.054432,0.163297,0.0,0.108864,0.0,0.0,0.054432,0.0,0.0,0.108864,0.0,0.0,0.0,0.108864,0.069433,0.060771,0.053313,0
neg_131,0.222738,0.0,0.111369,0.0,0.0,0.0,0.0,0.055684,0.0,0.167053,0.055684,0.0,0.0,0.0,0.0,0.167053,0.0,0.0,0.0,0.055684,0.064546,0.045607,0.05458,0
neg_132,0.0,0.0,0.0,0.0,0.108037,0.108037,0.0,0.0,0.054018,0.054018,0.0,0.054018,0.108037,0.0,0.0,0.054018,0.054018,0.162055,0.0,0.054018,0.059915,0.057654,0.072156,0
neg_133,0.045093,0.0,0.045093,0.045093,0.0,0.0,0.0,0.045093,0.0,0.0,0.045093,0.0,0.135278,0.315649,0.0,0.135278,0.0,0.0,0.0,0.045093,0.043967,0.047687,0.051584,0
neg_134,0.0,0.0,0.0,0.0,0.0,0.050476,0.0,0.100953,0.050476,0.151429,0.0,0.050476,0.050476,0.050476,0.050476,0.151429,0.0,0.050476,0.0,0.0,0.077952,0.091743,0.073161,0
neg_135,0.207316,0.051829,0.103658,0.0,0.051829,0.0,0.0,0.0,0.051829,0.051829,0.051829,0.0,0.0,0.0,0.0,0.051829,0.0,0.051829,0.0,0.103658,0.069168,0.080451,0.072944,0
neg_136,0.254106,0.0,0.101642,0.050821,0.0,0.0,0.050821,0.0,0.0,0.050821,0.0,0.101642,0.0,0.0,0.0,0.0,0.0,0.050821,0.0,0.101642,0.075282,0.104162,0.058237,0
neg_137,0.052591,0.0,0.0,0.052591,0.052591,0.052591,0.052591,0.0,0.0,0.157772,0.052591,0.052591,0.052591,0.0,0.052591,0.0,0.157772,0.0,0.0,0.0,0.064191,0.080932,0.066015,0
neg_138,0.0,0.0,0.046787,0.046787,0.046787,0.0,0.0,0.0,0.14036,0.14036,0.0,0.0,0.0,0.0,0.046787,0.093573,0.046787,0.046787,0.0,0.046787,0.066086,0.117362,0.114753,0
neg_139,0.052713,0.0,0.052713,0.052713,0.052713,0.052713,0.052713,0.158138,0.0,0.158138,0.0,0.158138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076864,0.094236,0.03821,0
neg_140,0.218131,0.0,0.0,0.0,0.0,0.054533,0.054533,0.0,0.0,0.163599,0.0,0.0,0.109066,0.0,0.054533,0.109066,0.0,0.054533,0.0,0.0,0.067385,0.052919,0.061704,0
neg_141,0.0,0.0,0.0,0.108799,0.054399,0.0,0.054399,0.054399,0.054399,0.108799,0.0,0.217598,0.0,0.054399,0.0,0.0,0.054399,0.054399,0.0,0.0,0.060837,0.058004,0.065168,0
neg_142,0.054772,0.0,0.0,0.054772,0.0,0.0,0.054772,0.0,0.054772,0.109544,0.054772,0.0,0.0,0.164317,0.0,0.054772,0.109544,0.0,0.0,0.109544,0.066184,0.062312,0.049921,0
neg_143,0.101268,0.0,0.050634,0.050634,0.101268,0.050634,0.0,0.0,0.0,0.202537,0.050634,0.0,0.0,0.101268,0.050634,0.0,0.0,0.0,0.0,0.0,0.083074,0.075353,0.08206,0
neg_144,0.129994,0.0,0.043331,0.0,0.0,0.043331,0.043331,0.043331,0.043331,0.043331,0.0,0.173325,0.086663,0.0,0.043331,0.0,0.086663,0.0,0.0,0.0,0.050295,0.086338,0.083403,0
neg_145,0.0,0.0,0.05468,0.05468,0.0,0.0,0.05468,0.05468,0.109359,0.0,0.0,0.05468,0.164039,0.109359,0.109359,0.05468,0.0,0.0,0.0,0.0,0.044713,0.067077,0.068018,0
neg_146,0.103877,0.0,0.051938,0.0,0.0,0.103877,0.0,0.0,0.103877,0.0,0.0,0.051938,0.103877,0.0,0.0,0.051938,0.103877,0.0,0.051938,0.051938,0.052207,0.083552,0.085167,0
neg_147,0.0,0.052815,0.052815,0.10563,0.0,0.0,0.052815,0.052815,0.0,0.052815,0.10563,0.0,0.0,0.052815,0.0,0.052815,0.052815,0.052815,0.052815,0.052815,0.072746,0.071066,0.063964,0
neg_148,0.042031,0.0,0.042031,0.042031,0.084062,0.042031,0.0,0.0,0.0,0.0,0.042031,0.0,0.168125,0.378281,0.0,0.0,0.0,0.0,0.0,0.0,0.040841,0.058436,0.060099,0
neg_149,0.0,0.0,0.055435,0.0,0.055435,0.055435,0.0,0.0,0.166305,0.11087,0.0,0.055435,0.055435,0.0,0.0,0.055435,0.221741,0.0,0.0,0.0,0.058664,0.057256,0.052553,0
neg_150,0.035311,0.035311,0.070621,0.035311,0.070621,0.070621,0.0,0.035311,0.0,0.035311,0.0,0.0,0.035311,0.0,0.105932,0.035311,0.070621,0.035311,0.035311,0.0,0.089517,0.104766,0.099503,0
neg_151,0.0,0.0,0.054545,0.054545,0.0,0.109089,0.054545,0.109089,0.0,0.109089,0.0,0.054545,0.0,0.0,0.0,0.054545,0.163634,0.054545,0.0,0.0,0.051008,0.073111,0.057712,0
neg_152,0.079449,0.0,0.0,0.0,0.0,0.0,0.079449,0.039724,0.039724,0.119173,0.039724,0.119173,0.039724,0.079449,0.039724,0.0,0.0,0.079449,0.039724,0.0,0.073912,0.072045,0.059554,0
neg_153,0.0,0.053864,0.053864,0.0,0.053864,0.161591,0.0,0.053864,0.053864,0.161591,0.053864,0.0,0.107727,0.0,0.0,0.053864,0.0,0.0,0.0,0.0,0.072934,0.072265,0.046847,0
neg_154,0.0,0.0,0.054692,0.0,0.109384,0.0,0.054692,0.0,0.054692,0.164076,0.0,0.054692,0.054692,0.0,0.0,0.164076,0.054692,0.0,0.0,0.054692,0.065298,0.070698,0.043627,0
neg_155,0.0,0.0,0.104308,0.0,0.052154,0.052154,0.0,0.0,0.156462,0.104308,0.0,0.0,0.052154,0.052154,0.0,0.052154,0.052154,0.104308,0.0,0.0,0.062438,0.083862,0.071388,0
neg_156,0.0,0.0,0.0,0.0,0.050735,0.0,0.0,0.050735,0.101469,0.0,0.0,0.202939,0.050735,0.0,0.0,0.0,0.0,0.152204,0.0,0.152204,0.086773,0.073609,0.078597,0
neg_157,0.055804,0.0,0.111608,0.0,0.055804,0.0,0.055804,0.0,0.0,0.27902,0.0,0.0,0.055804,0.111608,0.0,0.055804,0.0,0.055804,0.0,0.0,0.051186,0.057078,0.054677,0
neg_158,0.0,0.0,0.055453,0.055453,0.110905,0.0,0.055453,0.110905,0.0,0.055453,0.110905,0.055453,0.0,0.055453,0.0,0.110905,0.0,0.055453,0.0,0.0,0.054832,0.059175,0.054204,0
neg_159,0.0,0.0,0.050701,0.0,0.0,0.101402,0.050701,0.0,0.0,0.0,0.0,0.050701,0.050701,0.0,0.0,0.050701,0.050701,0.0,0.0,0.354907,0.068987,0.083557,0.086941,0
neg_160,0.0,0.0,0.124159,0.0,0.0,0.0,0.041386,0.041386,0.082773,0.041386,0.0,0.206931,0.082773,0.041386,0.041386,0.041386,0.0,0.0,0.0,0.082773,0.048878,0.071959,0.051437,0
neg_161,0.0,0.0,0.097762,0.0,0.0,0.0,0.048881,0.048881,0.146643,0.048881,0.048881,0.048881,0.0,0.0,0.097762,0.0,0.0,0.146643,0.0,0.0,0.045916,0.094941,0.125929,0
neg_162,0.0,0.0,0.0,0.050416,0.0,0.0,0.100833,0.100833,0.050416,0.100833,0.0,0.0,0.050416,0.050416,0.050416,0.050416,0.0,0.100833,0.050416,0.0,0.063992,0.087302,0.09246,0
neg_163,0.054986,0.0,0.054986,0.054986,0.0,0.164959,0.054986,0.054986,0.0,0.054986,0.0,0.054986,0.054986,0.0,0.0,0.109972,0.0,0.054986,0.0,0.054986,0.052338,0.06633,0.056539,0
neg_164,0.050469,0.0,0.100938,0.050469,0.151407,0.100938,0.0,0.0,0.050469,0.0,0.0,0.201876,0.0,0.0,0.0,0.0,0.0,0.050469,0.0,0.0,0.070344,0.091779,0.080843,0
neg_165,0.107557,0.0,0.053778,0.053778,0.0,0.053778,0.0,0.0,0.0,0.053778,0.107557,0.0,0.0,0.053778,0.053778,0.107557,0.107557,0.053778,0.0,0.0,0.057289,0.082948,0.053087,0
neg_166,0.152128,0.0,0.050709,0.0,0.0,0.0,0.050709,0.050709,0.050709,0.050709,0.050709,0.0,0.050709,0.050709,0.0,0.050709,0.0,0.0,0.050709,0.101418,0.072095,0.073939,0.093327,0
neg_167,0.103911,0.0,0.051956,0.051956,0.103911,0.0,0.051956,0.051956,0.051956,0.0,0.0,0.051956,0.051956,0.0,0.0,0.103911,0.0,0.051956,0.0,0.051956,0.090215,0.047746,0.082705,0
neg_168,0.039489,0.039489,0.0,0.118468,0.039489,0.039489,0.0,0.039489,0.118468,0.0,0.039489,0.078979,0.039489,0.0,0.0,0.0,0.0,0.197447,0.0,0.0,0.067508,0.082242,0.060464,0
neg_169,0.0,0.104404,0.104404,0.0,0.052202,0.0,0.052202,0.0,0.0,0.156607,0.0,0.052202,0.0,0.0,0.104404,0.0,0.052202,0.052202,0.0,0.052202,0.078769,0.072889,0.06531,0
neg_170,0.0,0.0,0.0,0.0,0.093695,0.140543,0.0,0.0,0.093695,0.046848,0.0,0.046848,0.0,0.093695,0.0,0.046848,0.0,0.046848,0.046848,0.046848,0.094496,0.084738,0.118053,0
neg_171,0.0,0.0,0.048066,0.096133,0.0,0.048066,0.0,0.048066,0.048066,0.144199,0.0,0.0,0.048066,0.0,0.096133,0.0,0.048066,0.0,0.0,0.096133,0.070373,0.106341,0.102292,0
neg_172,0.109425,0.109425,0.0,0.054713,0.0,0.054713,0.0,0.0,0.0,0.21885,0.0,0.0,0.0,0.0,0.0,0.0,0.109425,0.054713,0.054713,0.054713,0.053037,0.058781,0.067493,0
neg_173,0.043827,0.0,0.043827,0.043827,0.087654,0.0,0.0,0.0,0.0,0.087654,0.043827,0.0,0.175308,0.219135,0.0,0.043827,0.0,0.0,0.0,0.043827,0.06029,0.057695,0.049301,0
neg_174,0.055205,0.0,0.055205,0.0,0.0,0.055205,0.11041,0.0,0.0,0.11041,0.0,0.11041,0.055205,0.0,0.055205,0.055205,0.11041,0.055205,0.0,0.0,0.044589,0.064811,0.062527,0
neg_175,0.0,0.0,0.109836,0.0,0.054918,0.054918,0.054918,0.054918,0.109836,0.0,0.0,0.054918,0.109836,0.0,0.0,0.054918,0.109836,0.0,0.0,0.054918,0.041255,0.064387,0.07059,0
neg_176,0.0,0.0,0.051728,0.103456,0.0,0.0,0.0,0.0,0.103456,0.103456,0.0,0.0,0.051728,0.051728,0.051728,0.051728,0.051728,0.103456,0.0,0.051728,0.08271,0.079651,0.061722,0
neg_177,0.0,0.0,0.0,0.099001,0.0,0.099001,0.0495,0.0,0.0495,0.148501,0.0,0.099001,0.0,0.0495,0.0,0.0495,0.0,0.0,0.0495,0.0495,0.073014,0.101055,0.083425,0
neg_178,0.049499,0.0,0.0,0.098999,0.049499,0.049499,0.049499,0.0,0.0,0.049499,0.0,0.0,0.049499,0.0,0.098999,0.098999,0.0,0.0,0.0,0.148498,0.080115,0.093981,0.083414,0
neg_179,0.14347,0.047823,0.0,0.0,0.047823,0.0,0.0,0.047823,0.0,0.0,0.0,0.047823,0.047823,0.095647,0.14347,0.0,0.047823,0.0,0.0,0.047823,0.100943,0.100564,0.081142,0
neg_180,0.0,0.0,0.039722,0.039722,0.0,0.079443,0.0,0.079443,0.0,0.119165,0.039722,0.039722,0.0,0.0,0.039722,0.158887,0.079443,0.079443,0.0,0.0,0.060305,0.083611,0.061649,0
neg_181,0.102026,0.0,0.051013,0.0,0.051013,0.051013,0.102026,0.051013,0.051013,0.051013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102026,0.051013,0.102026,0.081788,0.068951,0.084064,0
neg_182,0.095245,0.0,0.095245,0.047623,0.047623,0.047623,0.047623,0.0,0.047623,0.047623,0.047623,0.0,0.0,0.0,0.047623,0.047623,0.047623,0.0,0.047623,0.0,0.079995,0.101225,0.104439,0
neg_183,0.143026,0.09535,0.0,0.0,0.0,0.143026,0.0,0.0,0.0,0.0,0.0,0.0,0.047675,0.0,0.09535,0.0,0.0,0.143026,0.047675,0.0,0.117555,0.095917,0.0714,0
neg_184,0.046631,0.0,0.046631,0.0,0.046631,0.046631,0.0,0.046631,0.046631,0.0,0.0,0.046631,0.0,0.0,0.093262,0.0,0.139893,0.139893,0.0,0.0,0.100684,0.09478,0.105073,0
neg_185,0.054187,0.054187,0.054187,0.054187,0.0,0.054187,0.054187,0.054187,0.054187,0.108375,0.054187,0.054187,0.0,0.0,0.0,0.0,0.0,0.108375,0.0,0.054187,0.068493,0.084086,0.03461,0
neg_186,0.109905,0.0,0.0,0.054952,0.109905,0.0,0.0,0.054952,0.0,0.054952,0.0,0.109905,0.0,0.054952,0.0,0.109905,0.109905,0.054952,0.0,0.0,0.048582,0.063984,0.063147,0
neg_187,0.0,0.0,0.052646,0.052646,0.052646,0.0,0.0,0.105293,0.052646,0.105293,0.052646,0.052646,0.052646,0.0,0.0,0.105293,0.052646,0.0,0.0,0.052646,0.053698,0.075105,0.0815,0
neg_188,0.0,0.0,0.052941,0.0,0.0,0.052941,0.052941,0.052941,0.0,0.105883,0.0,0.052941,0.105883,0.052941,0.0,0.052941,0.052941,0.052941,0.052941,0.052941,0.075967,0.058654,0.07126,0
neg_189,0.0,0.055398,0.166194,0.0,0.0,0.110796,0.0,0.221592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055398,0.221592,0.0,0.0,0.0,0.048261,0.058902,0.061866,0
neg_190,0.0,0.0,0.053245,0.0,0.10649,0.0,0.10649,0.053245,0.053245,0.159735,0.0,0.0,0.0,0.0,0.0,0.159735,0.0,0.10649,0.0,0.0,0.071555,0.063846,0.065926,0
neg_191,0.057836,0.115673,0.0,0.057836,0.173509,0.057836,0.057836,0.0,0.0,0.0,0.0,0.0,0.115673,0.057836,0.0,0.115673,0.057836,0.0,0.0,0.0,0.037811,0.04273,0.051915,0
neg_192,0.052741,0.0,0.052741,0.105482,0.0,0.0,0.0,0.158223,0.158223,0.105482,0.0,0.0,0.052741,0.052741,0.0,0.0,0.0,0.052741,0.0,0.0,0.066753,0.084459,0.057672,0
neg_193,0.044442,0.0,0.044442,0.0,0.0,0.0,0.044442,0.0,0.0,0.044442,0.133325,0.044442,0.044442,0.133325,0.044442,0.088884,0.0,0.044442,0.0,0.088884,0.067957,0.056594,0.075497,0
neg_194,0.0,0.0,0.0,0.055109,0.0,0.055109,0.055109,0.110218,0.110218,0.0,0.0,0.055109,0.055109,0.055109,0.055109,0.055109,0.110218,0.0,0.0,0.0,0.085889,0.067632,0.074956,0
neg_195,0.0,0.0,0.0,0.09636,0.04818,0.0,0.0,0.04818,0.0,0.09636,0.04818,0.0,0.04818,0.09636,0.192719,0.0,0.04818,0.0,0.0,0.0,0.060582,0.100243,0.116477,0
neg_196,0.0,0.0,0.054311,0.0,0.054311,0.054311,0.054311,0.0,0.0,0.054311,0.0,0.054311,0.0,0.0,0.0,0.054311,0.054311,0.054311,0.0,0.325867,0.054029,0.068672,0.062633,0
neg_197,0.137582,0.0,0.045861,0.0,0.091722,0.0,0.0,0.0,0.045861,0.045861,0.0,0.0,0.0,0.045861,0.045861,0.0,0.045861,0.045861,0.045861,0.091722,0.115216,0.11779,0.079082,0
neg_198,0.100357,0.0,0.050179,0.100357,0.050179,0.0,0.0,0.0,0.050179,0.050179,0.050179,0.0,0.050179,0.0,0.050179,0.050179,0.0,0.150536,0.0,0.0,0.093334,0.085728,0.06826,0
neg_199,0.094833,0.0,0.047417,0.047417,0.0,0.047417,0.0,0.094833,0.047417,0.094833,0.047417,0.047417,0.0,0.0,0.047417,0.0,0.0,0.047417,0.0,0.047417,0.072856,0.104948,0.110947,0
neg_200,0.051295,0.0,0.0,0.102591,0.0,0.051295,0.051295,0.051295,0.051295,0.051295,0.051295,0.051295,0.051295,0.0,0.051295,0.051295,0.0,0.051295,0.0,0.051295,0.083868,0.064541,0.082161,0
neg_201,0.141737,0.0,0.047246,0.0,0.0,0.0,0.0,0.0,0.094491,0.094491,0.047246,0.094491,0.047246,0.0,0.094491,0.0,0.0,0.0,0.0,0.047246,0.088178,0.125664,0.077475,0
neg_202,0.0,0.0,0.0,0.047495,0.0,0.047495,0.047495,0.09499,0.047495,0.0,0.047495,0.0,0.047495,0.09499,0.09499,0.0,0.0,0.09499,0.047495,0.0,0.086506,0.125674,0.075397,0
neg_203,0.211409,0.0,0.105704,0.052852,0.0,0.0,0.0,0.105704,0.0,0.052852,0.0,0.052852,0.0,0.052852,0.0,0.0,0.052852,0.052852,0.0,0.052852,0.066394,0.062183,0.078639,0
neg_204,0.0,0.110126,0.0,0.0,0.0,0.055063,0.0,0.110126,0.0,0.165189,0.055063,0.0,0.055063,0.055063,0.055063,0.165189,0.0,0.0,0.0,0.0,0.043482,0.053961,0.076614,0
neg_205,0.0,0.0,0.0,0.050468,0.0,0.0,0.151404,0.151404,0.0,0.050468,0.0,0.0,0.050468,0.100936,0.100936,0.050468,0.0,0.050468,0.0,0.0,0.073188,0.092888,0.076904,0
neg_206,0.0,0.048705,0.048705,0.0,0.097409,0.146114,0.0,0.048705,0.097409,0.0,0.0,0.097409,0.0,0.048705,0.048705,0.048705,0.0,0.0,0.0,0.0,0.098238,0.095827,0.075366,0
neg_207,0.0,0.055639,0.055639,0.0,0.111278,0.055639,0.0,0.0,0.0,0.055639,0.0,0.166917,0.0,0.055639,0.0,0.111278,0.111278,0.055639,0.0,0.0,0.049895,0.060175,0.055344,0
neg_208,0.172172,0.0,0.0,0.0,0.114782,0.114782,0.057391,0.057391,0.0,0.114782,0.0,0.0,0.057391,0.0,0.0,0.057391,0.0,0.114782,0.0,0.0,0.048561,0.050328,0.040249,0
neg_209,0.0,0.0,0.0,0.050319,0.100639,0.050319,0.050319,0.0,0.0,0.100639,0.100639,0.0,0.0,0.0,0.050319,0.150958,0.0,0.050319,0.0,0.050319,0.079342,0.067511,0.098357,0
neg_210,0.049377,0.0,0.049377,0.049377,0.049377,0.049377,0.049377,0.14813,0.049377,0.14813,0.0,0.0,0.0,0.0,0.049377,0.0,0.049377,0.0,0.0,0.0,0.093014,0.109325,0.057012,0
neg_211,0.0,0.052339,0.052339,0.157018,0.0,0.052339,0.157018,0.052339,0.0,0.104678,0.052339,0.0,0.0,0.0,0.0,0.0,0.0,0.052339,0.0,0.052339,0.069462,0.066072,0.079379,0
neg_212,0.084269,0.042134,0.126403,0.0,0.0,0.210672,0.0,0.042134,0.0,0.0,0.0,0.042134,0.042134,0.042134,0.0,0.084269,0.0,0.126403,0.0,0.0,0.060154,0.055216,0.041944,0
neg_213,0.0,0.0,0.050518,0.0,0.0,0.151553,0.0,0.050518,0.0,0.050518,0.101035,0.0,0.0,0.101035,0.101035,0.050518,0.0,0.050518,0.0,0.050518,0.070214,0.087357,0.084667,0
neg_214,0.048834,0.0,0.048834,0.097668,0.0,0.0,0.0,0.0,0.0,0.097668,0.0,0.048834,0.048834,0.097668,0.097668,0.0,0.048834,0.0,0.048834,0.048834,0.101163,0.101417,0.064908,0
neg_215,0.0,0.052314,0.0,0.0,0.0,0.0,0.0,0.0,0.104628,0.0,0.052314,0.0,0.0,0.680085,0.0,0.052314,0.0,0.0,0.0,0.0,0.017659,0.021325,0.01936,0
neg_216,0.101539,0.0,0.050769,0.152308,0.050769,0.0,0.0,0.0,0.101539,0.050769,0.0,0.0,0.0,0.0,0.0,0.050769,0.050769,0.101539,0.0,0.050769,0.091904,0.075983,0.070574,0
neg_217,0.177014,0.0,0.019668,0.0,0.0,0.137677,0.0,0.039336,0.019668,0.078673,0.039336,0.0,0.019668,0.0,0.078673,0.019668,0.059005,0.078673,0.019668,0.0,0.071207,0.075167,0.0669,0
neg_218,0.053105,0.0,0.0,0.106209,0.053105,0.053105,0.053105,0.0,0.106209,0.053105,0.0,0.053105,0.0,0.0,0.0,0.053105,0.106209,0.106209,0.0,0.0,0.049469,0.073723,0.080238,0
neg_219,0.0,0.082995,0.0,0.0,0.124492,0.082995,0.0,0.0,0.0,0.165989,0.041497,0.041497,0.041497,0.041497,0.041497,0.041497,0.124492,0.0,0.0,0.0,0.054424,0.064343,0.051287,0
neg_220,0.05164,0.05164,0.0,0.05164,0.10328,0.0,0.05164,0.05164,0.10328,0.10328,0.05164,0.10328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05164,0.081746,0.067544,0.076111,0
neg_221,0.0,0.0,0.0,0.104319,0.0,0.0,0.0,0.05216,0.104319,0.0,0.05216,0.104319,0.104319,0.0,0.0,0.05216,0.0,0.05216,0.0,0.156479,0.064444,0.092399,0.060763,0
neg_222,0.089671,0.0,0.044835,0.044835,0.0,0.044835,0.0,0.0,0.0,0.044835,0.044835,0.044835,0.089671,0.313847,0.0,0.044835,0.0,0.044835,0.0,0.0,0.055458,0.044488,0.048183,0
neg_223,0.0,0.0,0.047148,0.047148,0.141443,0.047148,0.0,0.0,0.094296,0.047148,0.047148,0.094296,0.0,0.0,0.047148,0.0,0.047148,0.047148,0.0,0.0,0.099779,0.109799,0.083205,0
neg_224,0.101662,0.0,0.101662,0.050831,0.050831,0.152494,0.0,0.050831,0.050831,0.050831,0.0,0.0,0.0,0.050831,0.0,0.0,0.050831,0.050831,0.0,0.0,0.083628,0.068649,0.085256,0
neg_225,0.047775,0.0,0.09555,0.0,0.0,0.09555,0.0,0.047775,0.0,0.047775,0.047775,0.0,0.047775,0.0,0.0,0.09555,0.143325,0.1911,0.0,0.0,0.038715,0.04746,0.053874,0
neg_226,0.053945,0.0,0.0,0.107891,0.107891,0.0,0.107891,0.0,0.107891,0.053945,0.0,0.053945,0.053945,0.053945,0.0,0.0,0.053945,0.0,0.0,0.053945,0.076984,0.058421,0.055414,0
neg_227,0.049812,0.0,0.049812,0.0,0.049812,0.0,0.0,0.0,0.199248,0.049812,0.049812,0.049812,0.049812,0.0,0.0,0.0,0.0,0.149436,0.0,0.049812,0.060253,0.104227,0.088339,0
neg_228,0.0,0.0,0.10033,0.0,0.050165,0.050165,0.0,0.050165,0.150495,0.0,0.050165,0.050165,0.0,0.050165,0.0,0.0,0.050165,0.050165,0.0,0.10033,0.083351,0.073399,0.090777,0
neg_229,0.0,0.0,0.052674,0.0,0.158023,0.105349,0.0,0.052674,0.0,0.052674,0.0,0.052674,0.105349,0.052674,0.0,0.105349,0.0,0.0,0.0,0.052674,0.066354,0.076878,0.066653,0
neg_230,0.200777,0.0,0.0,0.0,0.0,0.050194,0.0,0.0,0.0,0.100389,0.100389,0.100389,0.050194,0.0,0.100389,0.050194,0.0,0.0,0.0,0.0,0.068152,0.092616,0.086317,0
neg_231,0.291862,0.0,0.058372,0.0,0.0,0.0,0.0,0.058372,0.0,0.175117,0.0,0.058372,0.116745,0.058372,0.0,0.058372,0.0,0.0,0.0,0.0,0.044628,0.037339,0.042446,0
neg_232,0.20306,0.0,0.050765,0.10153,0.0,0.0,0.0,0.0,0.10153,0.050765,0.0,0.050765,0.0,0.0,0.0,0.050765,0.0,0.10153,0.0,0.050765,0.09186,0.068244,0.078423,0
neg_233,0.05048,0.05048,0.151441,0.0,0.0,0.10096,0.0,0.0,0.151441,0.10096,0.05048,0.05048,0.0,0.0,0.0,0.0,0.0,0.0,0.05048,0.0,0.099666,0.068861,0.07427,0
neg_234,0.096036,0.0,0.048018,0.0,0.096036,0.0,0.0,0.0,0.0,0.0,0.0,0.048018,0.144055,0.096036,0.0,0.144055,0.048018,0.144055,0.0,0.0,0.037786,0.046015,0.051871,0
neg_235,0.052355,0.052355,0.0,0.052355,0.0,0.0,0.0,0.209419,0.052355,0.0,0.0,0.10471,0.052355,0.052355,0.0,0.0,0.0,0.10471,0.052355,0.0,0.084861,0.045064,0.084753,0
